,customer_id,campaign_id,activity_type,viewers,pageviews,duration,chats,likes,date,clicks,original_price,discount_price,click_revenue,product_id
731,171,11041,live,2416,2842,402185.524,0,1,2023-08-30,55,33590650,30231630,101762570,15
732,141,9337,live,2418,3302,218408.558,41,4043,2023-07-26,1643,218800,134800,77269200,3
733,171,8619,live,2419,2823,477974.161,176,885,2023-06-26,961,2388000,659580,74294460,9
734,171,10426,live,2430,2761,410666.09,29,1280,2023-08-06,369,0,0,0,1
735,51,7251,live,2436,3233,921843.294,3562,7667,2023-05-02,4530,3140000,2512000,526265600,23
736,171,8094,live,2438,2767,361484.638,20,518,2023-06-05,153,325900,199230,10012950,3
737,171,12768,live,2438,2735,175253.601,3,103,2023-10-30,205,522000,469800,14576400,6
738,171,9442,live,2445,2824,516842.929,68,155,2023-08-01,825,206200,72400,12987000,5
739,171,9282,live,2457,2888,519247.026,760,1762,2023-07-26,1064,186500,90700,17908200,5
740,171,11049,live,2461,2992,508323.204,12,262,2023-09-01,357,38900,28710,10249470,1
741,51,9485,live,2461,3244,752682.267,471,3298,2023-08-31,3822,5947000,4757600,529392800,34
742,51,7400,live,2468,3244,853495.77,6575,14624,2023-05-25,4916,6413000,4921950,265526700,78
743,171,8646,live,2470,2777,364136.773,8,317,2023-07-01,319,52900,47610,15187590,1
744,171,12032,live,2504,2856,229420.622,37,493,2023-10-10,384,248600,194700,9501300,8
745,141,9507,live,2508,3109,172819.61,91,3895,2023-08-03,1029,258600,74600,37911900,2
746,141,5139,live,2510,3982,321292.968,64,12604,2022-11-23,911,4238000,1741000,126133000,11
747,171,11965,live,2525,2939,246040.752,32,38,2023-10-06,515,943500,196040,15984320,6
748,164,9481,live,2533,4277,428525.077,432,3274,2023-08-16,5358,2501000,1445935,340424915,27
749,171,11409,live,2546,3226,540892.761,17,3102,2023-09-11,445,287700,205820,45825310,3
750,171,9293,live,2550,2914,443098.791,6,13,2023-07-28,398,39000,35100,13969800,1
751,51,11803,live,2563,3197,631511.1,582,9552,2023-10-26,3492,2397800,1742140,374496210,15
752,171,12228,live,2569,3121,176903.738,10,63,2023-10-16,420,28033490,22482000,389531510,25
753,171,11950,live,2570,2864,226071.696,41,543,2023-10-04,472,392000,289370,16925100,10
754,164,11089,live,2572,2904,181494.645,115,1443,2023-09-12,1485,2082000,1690550,163717400,16
755,141,10202,live,2582,3180,170226.908,66,3073,2023-08-08,993,2708000,735840,64570050,17
756,171,8100,live,2620,3062,502113.654,36,2682,2023-06-07,678,0,0,0,1
757,171,11433,live,2621,3222,564345.103,80,681,2023-09-14,637,19120820,17489860,776093550,19
758,82,6226,live,2632,3490,882379.02,622,8336,2023-02-14,6060,814900,420850,74599400,36
759,164,8043,live,2632,4852,533805.582,762,12531,2023-06-19,4748,5670000,4155699,465820911,41
760,171,11200,live,2645,3219,576961.489,35,216,2023-09-05,493,79800,68610,21631530,2
761,171,11419,live,2645,3246,502348.361,52,19,2023-09-12,137,498100,448290,13051890,5
762,141,5583,live,2657,4284,407111.864,99,15153,2022-12-22,288,3445000,1079920,14885700,23
763,164,7818,live,2657,4501,544185.417,556,3637,2023-06-07,4742,1430000,1086088,378662675,14
764,164,9810,live,2676,3874,602662.21,329,15577,2023-08-24,4053,1703600,1376303,231793930,24
765,171,10853,live,2681,3044,440910.066,19,106,2023-08-25,349,39800,37020,12919980,1
766,51,10421,live,2686,3346,681835.295,628,7700,2023-08-16,3884,2940800,2369270,617850890,18
767,141,8665,live,2700,3702,226448.403,137,6819,2023-06-28,799,1694000,244530,26218080,11
768,164,11890,live,2702,3071,185107.075,485,2450,2023-10-26,1260,5454900,4112037,140455112,45
769,171,11031,live,2708,3168,608487.817,41,202,2023-08-29,449,982000,823290,43951310,11
770,141,11544,live,2744,3252,168180.94,54,2084,2023-09-12,562,2826100,1241400,78650700,11
771,51,10967,live,2749,3508,773382.697,841,7019,2023-09-05,3668,5334000,4280150,545871300,32
772,20,5846,live,2751,3884,599538.572,113,5715,2023-01-17,2784,12202000,10673500,478832000,61
773,171,12668,live,2761,3153,354353.914,5,52,2023-10-25,459,0,0,0,1
774,141,9241,live,2765,3644,202579.674,121,4533,2023-07-20,889,1610000,430720,29103690,19
775,29,11459,live,2781,3643,987527.065,10,835,2023-09-10,650,947900,815650,45683210,12
776,171,9451,live,2787,3186,549840.057,126,2123,2023-08-02,616,2310000,1162700,58057000,12
777,171,7904,live,2790,3165,408769.678,5,128,2023-06-01,174,52900,47610,8284140,1
778,171,12771,live,2812,3206,310451.722,14,141,2023-10-31,708,152700,137430,33599880,3
779,82,6897,live,2842,3867,1065956.875,1000,22664,2023-03-28,6514,6545000,6175800,1330917600,36
780,171,8465,live,2850,3267,584854.282,80,614,2023-06-19,1247,656890,357940,53800440,6
781,82,9222,live,2851,3713,781821.445,1535,4960,2023-08-08,8016,13585000,11197704,1233358625,75
782,82,6155,live,2853,3652,871092.232,1487,13074,2023-02-07,5421,7842000,6665700,662378650,58
783,141,11546,live,2853,3748,207481.717,142,5246,2023-09-14,1214,1382000,282060,30052350,12
784,164,7823,live,2854,4910,484251.084,208,4297,2023-06-27,3645,3195300,2263582,234381038,39
785,164,11088,live,2861,4757,489305.572,681,2167,2023-09-11,3613,2191800,1706616,514521329,13
786,171,7896,live,2869,3231,459003.412,39,369,2023-05-31,377,256100,207450,17090960,4
787,51,7270,live,2882,3731,902441.729,10634,25607,2023-04-25,3825,4010000,3408500,484995550,28
788,141,10804,live,2883,3685,187925.639,127,3659,2023-08-17,941,1541000,279000,33066900,13
789,171,12027,live,2888,3181,372095.179,16,471,2023-10-09,274,5206000,3566000,187434000,6
790,51,7136,live,2903,3725,877222.035,3727,13935,2023-05-11,3579,4344000,3847100,339295600,42
791,82,7249,live,2909,3780,1099576.934,1252,7302,2023-04-18,6614,13300400,9572810,745949860,101
792,141,10926,live,2910,4261,335725.075,53,2934,2023-08-22,2731,3118000,764000,139489000,16
793,171,11420,live,2921,3513,510802.141,8,113,2023-09-12,574,210600,188640,25745040,4
794,82,4120,live,2922,3820,1326458.159,893,21860,2022-11-28,3211,11133100,9978680,1058873120,31
795,171,8624,live,2938,3481,504477.912,10,854,2023-06-27,337,54689000,49220100,466454700,21
796,171,10153,live,2939,3383,567797.184,91,271,2023-08-09,714,43028000,40797570,1296418880,15
797,51,4432,live,2961,4519,1863314.031,25166,32115,2022-11-23,3904,3484000,2787200,678635200,17
798,171,9431,live,2967,3359,520068.216,100,98,2023-07-31,231,819100,733550,22317440,9
799,164,11882,live,2968,4626,536748.78,1324,3697,2023-10-10,3615,4201000,3780900,454774500,29
800,82,11063,live,2975,3345,358292.812,1117,7442,2023-09-12,2521,6520400,4955504,161145764,71
801,171,12253,live,2976,3579,358100.317,33,303,2023-10-20,377,45321200,40844050,433308690,24
802,171,8935,live,2985,3366,512640.963,18,348,2023-07-13,376,684350,615920,42920030,7
803,51,9522,live,2994,3928,968603.954,938,21028,2023-09-07,4301,7302000,6155350,723457050,42
804,171,11914,live,3007,3404,400222.674,53,218,2023-09-27,1943,149700,149700,92505700,3
805,141,7715,live,3017,5030,299985.892,98,5653,2023-05-16,1669,536000,115130,33800980,7
806,171,8330,live,3023,3536,496320.657,30,272,2023-06-12,1102,458300,383670,42898810,9
807,171,10170,live,3030,3469,551561.739,26,1152,2023-08-11,840,210600,188640,37554300,4
808,82,8651,live,3040,3845,897378.566,563,3800,2023-06-29,4211,971000,673810,262747090,12
809,171,12664,live,3044,3432,274778.209,32,97,2023-10-24,380,1406600,1274030,34811350,13
810,171,12777,live,3045,3411,313693.102,7,65,2023-11-01,583,0,0,0,1
811,171,11207,live,3049,3898,694602.767,144,1578,2023-09-06,796,661700,503660,45557300,5
812,171,8785,live,3060,3466,532814.819,171,1265,2023-07-05,882,135800,122220,52372620,2
813,171,11201,live,3064,3815,663269.934,39,1386,2023-09-05,676,312600,186980,46488240,6
814,164,6960,live,3065,4814,842243.913,685,2873,2023-04-03,8030,7810000,5641812,731820906,62
815,141,7771,live,3076,6020,339418.588,80,5320,2023-05-18,3694,388600,85100,61220800,5
816,82,5974,live,3077,5020,1461268.281,2250,17556,2023-01-31,12873,26873000,23038700,1996310500,108
817,171,12030,live,3085,3520,389242.532,7,119,2023-10-10,1060,42505000,40324750,1415125000,16
818,164,11094,live,3088,5319,650500.579,882,17397,2023-09-21,7370,7243000,5750760,1021930365,41
819,164,8690,live,3089,5351,647349.591,616,9086,2023-07-11,4122,3161000,2252200,389051099,24
820,171,12677,live,3095,3519,260352.615,46,6000,2023-10-26,707,668700,601830,42151500,10
821,171,12245,live,3096,3492,354511.072,17,336,2023-10-19,629,0,0,0,1
822,171,11038,live,3100,3727,720203.278,20,32,2023-08-30,574,0,0,0,3
823,51,8003,live,3114,4001,931039.473,4627,16885,2023-06-27,5857,3863000,3042670,609523740,32
824,171,12657,live,3122,3519,373053.684,30,970,2023-10-23,1028,41621000,39484950,1632638900,18
825,171,11903,live,3129,3471,344014.209,21,66,2023-09-25,747,38509400,36583930,795967570,33
826,10,5694,live,3133,3804,1032707.345,125,1761,2023-01-05,2238,1406000,943500,67363000,54
827,82,11635,live,3137,3604,405414.343,542,5489,2023-10-24,2623,2569500,1467105,266535415,23
828,171,8340,live,3141,4042,620300.49,33,1013,2023-06-14,1304,43207000,40924960,2535119650,15
829,171,8345,live,3144,3725,673385.617,110,2046,2023-06-15,856,3055000,2597050,273357100,8
830,141,9336,live,3153,4502,302430.987,121,7231,2023-07-25,2425,2750000,493920,167755500,14
831,51,5921,live,3154,4018,920696.757,3908,14137,2023-02-02,4554,4021000,3421400,725947900,22
832,171,7887,live,3184,3683,610718.698,112,1776,2023-05-30,1243,244200,244200,41840700,8
833,171,10720,live,3191,3747,634703.301,95,898,2023-08-16,750,0,0,0,1
834,171,11679,live,3214,3697,336442.535,21,83,2023-09-21,805,221700,199530,55821150,3
835,171,11408,live,3218,3983,887294.381,44,518,2023-09-11,1015,358000,322200,161302500,2
836,171,12249,live,3223,3676,327810.159,74,3392,2023-10-19,467,339830,281430,34858080,4
837,51,7479,live,3232,3990,801049.127,4398,7951,2023-05-16,3476,2238000,2014200,457100100,16
838,51,11237,live,3249,4223,907778.793,468,7129,2023-09-19,4064,6877800,5072890,687653780,34
839,164,7648,live,3253,5561,753984.869,1569,5911,2023-05-30,5373,5055000,4843550,350051450,59
840,141,8444,live,3260,6777,412794.214,112,11470,2023-06-13,4195,3144000,1585230,277525080,26
841,171,8352,live,3267,3785,601023.319,24,382,2023-06-16,698,52089310,45520260,867774690,45
842,171,11943,live,3268,3643,347132.839,6,626,2023-10-02,295,236700,90200,5985500,4
843,51,11480,live,3272,4218,844155.257,568,7352,2023-09-26,4229,8143000,6674450,996227900,32
844,171,8328,live,3286,3743,572268.416,31,208,2023-06-12,499,407830,327430,30480500,5
845,171,11214,live,3294,3959,731713.865,59,1044,2023-09-07,426,416000,267600,27883400,4
846,171,11676,live,3300,4302,452405.535,18,247,2023-09-21,342,56579000,52177100,1024948200,25
847,51,7975,live,3300,4352,977220.133,3902,20729,2023-06-13,6001,3772300,2751180,622114280,26
848,82,11633,live,3307,3960,639916.463,1202,21897,2023-10-31,4141,33627000,26600950,2393317300,70
849,20,6154,live,3319,4433,631523.562,233,2259,2023-02-08,2958,12861700,11575530,790518240,68
850,171,11961,live,3325,3774,388822.806,43,890,2023-10-06,994,142570,115500,51298380,2
851,171,9444,live,3330,3873,563271.269,198,2112,2023-08-01,606,334440,300270,14553280,12
852,171,7893,live,3330,3755,540452.155,14,212,2023-05-31,404,41184000,37065600,1362389400,16
853,171,10850,live,3331,3837,642985.527,59,546,2023-08-25,335,50774220,45782770,556250280,27
854,171,8635,live,3332,3835,610505.112,47,1120,2023-06-29,372,47983720,43271320,577282500,26
855,51,11991,live,3337,4224,907584.99,1803,5657,2023-10-17,4098,2340000,1989000,654743100,12
856,82,8653,live,3339,4303,844901.734,440,8587,2023-07-10,4651,3099000,2042700,689559050,11
857,51,8611,live,3339,4649,1233412.537,4110,6761,2023-06-29,7438,5911000,4567090,674010380,50
858,171,11651,live,3353,3928,465585.743,21,1803,2023-09-18,903,279600,239090,58986550,4
859,164,11091,live,3356,3791,221572.931,145,2069,2023-09-18,1881,7684000,6587100,335696670,43
860,171,8772,live,3359,3884,660073.029,81,3812,2023-07-03,1171,237000,141900,56211100,3
861,164,7370,live,3362,5265,809268.872,4301,7848,2023-04-26,6295,5140000,4622600,649925200,49
862,51,12287,live,3365,4461,999226.427,758,42790,2023-10-24,3615,4800000,4560000,1047599200,18
863,171,9264,live,3378,3870,655057.242,20,165,2023-07-24,934,41218000,39078070,1286462190,15
864,171,9141,live,3381,3873,581140.17,17,407,2023-07-17,485,0,0,0,1
865,171,12241,live,3387,3825,305879.397,33,193,2023-10-18,999,3354100,2482100,147359760,16
866,171,8354,live,3393,3906,559944.392,28,39,2023-06-16,691,914800,632690,52666160,8
867,171,11957,live,3395,3896,319589.906,309,1771,2023-10-05,945,349600,306910,59735010,6
868,51,5884,live,3397,3977,620579.393,2630,7632,2023-01-18,1578,4049000,3644100,125479800,47
869,171,8097,live,3399,3918,643203.415,10,211,2023-06-06,762,200600,180540,36634320,4
870,17,6640,live,3411,4655,1392787.156,326,13821,2023-02-28,4752,16310000,16310000,2623950000,31
871,171,10712,live,3416,3889,726975.153,170,414,2023-08-14,1448,1783200,1079700,126908600,11
872,171,11663,live,3426,3905,336215.595,30,301,2023-09-19,384,823000,615150,29037300,10
873,171,11945,live,3427,3774,363086.612,11,176,2023-10-03,481,122600,101930,12469100,4
874,82,6461,live,3428,4420,1058705.442,1719,17432,2023-02-21,7518,14085000,10541500,854592000,93
875,171,9165,live,3430,3988,653485.438,87,6937,2023-07-21,537,89700,80730,18516870,3
876,171,8706,live,3432,3981,693859.579,22,1331,2023-06-28,1129,359700,299700,112707100,3
877,164,8698,live,3440,4925,469529.191,201,2504,2023-07-25,2556,2134000,1443914,263420421,13
878,164,11092,live,3440,5885,755580.986,366,2481,2023-09-19,5413,5276000,4484600,536851500,47
879,171,11040,live,3451,4245,842956.849,321,5371,2023-08-30,1675,77800,33040,46664100,2
880,141,7127,live,3458,6261,445393.101,70,5111,2023-04-12,3079,1644000,298000,178164100,12
881,141,6352,live,3461,6274,365159.036,73,6825,2023-02-15,2481,3466500,729810,158173020,10
882,171,8091,live,3471,4015,635453.632,14,1050,2023-06-05,624,41164000,39026770,726890000,15
883,164,12645,live,3478,6507,668702.038,244,13669,2023-10-30,5862,9316000,6693663,1345298498,30
884,171,11907,live,3491,4206,481083.16,50,495,2023-09-26,1975,6042000,5537700,994536900,10
885,82,6517,live,3498,4672,1066509.886,835,10251,2023-02-28,10213,16980000,11294800,742380700,145
886,171,9429,live,3499,4060,691030.092,134,125,2023-07-31,1075,65800,59220,31976550,2
887,171,9143,live,3525,4025,617724.46,143,982,2023-07-17,678,16787000,15721970,736297700,16
888,171,8466,live,3533,4115,675691.431,83,371,2023-06-19,2580,79900,31900,82302000,1
889,51,8386,live,3549,4765,1227553.816,5046,2729,2023-06-20,8507,2081800,1417220,865425890,13
890,51,7680,live,3552,4576,994613.951,4710,9809,2023-05-23,6877,3893200,3412930,753424500,29
891,171,11410,live,3553,4502,868512.046,104,1519,2023-09-11,785,1021000,598300,52817800,9
892,82,10296,live,3563,4527,696863.751,780,5538,2023-08-31,5661,10313000,9860500,1121812400,52
893,171,12681,live,3564,4100,421073.682,29,614,2023-10-27,1117,160600,134450,47795200,4
894,51,5969,live,3579,4336,868197.21,4544,14988,2023-02-01,4046,3316700,2518690,480136660,22
895,171,7908,live,3591,4196,678097.02,159,1187,2023-06-02,1002,266600,224780,55053520,4
896,171,10824,live,3591,4313,871400.733,245,1705,2023-08-21,2538,129800,98780,125351820,2
897,171,8631,live,3597,4252,711982.654,122,643,2023-06-28,1805,426900,268030,48970580,10
898,171,11199,live,3610,4678,938396.857,42,201,2023-09-05,1004,0,0,0,1
899,171,11438,live,3616,4524,906936.809,20,53,2023-09-15,272,55667550,50155770,464665130,28
900,82,8655,live,3626,5062,1304070.01,2232,5523,2023-07-25,12048,13122000,11434750,957971150,146
901,171,11416,live,3630,4523,801613.293,17,165,2023-09-12,1285,303900,239320,122753660,3
902,171,11430,live,3631,4535,923232.167,28,117,2023-09-14,461,496300,364000,22908200,7
903,171,9270,live,3639,4115,635555.377,63,411,2023-07-25,599,0,0,0,1
904,171,8914,live,3640,4214,713105.488,62,128,2023-07-10,1255,295000,145500,30600400,6
905,171,10843,live,3642,4232,817650.009,444,262,2023-08-24,1264,146500,97020,25483780,4
906,171,11218,live,3649,4575,865760.094,23,141,2023-09-08,220,55903000,50312700,461727000,27
907,171,11684,live,3652,4167,458863.56,52,2089,2023-09-22,627,1021000,598300,44185500,9
908,164,7606,live,3676,5670,696128.378,2001,8313,2023-05-17,6271,5304000,4533600,804579000,39
909,171,8533,live,3683,4210,657522.19,77,88,2023-06-22,1639,756500,397600,57926400,7
910,171,9291,live,3685,4247,703689.301,103,792,2023-07-28,1027,39800,39800,40874600,1
911,171,12042,live,3685,4911,523820.361,340,1206,2023-10-12,3690,1572600,1164050,225604730,21
912,82,6519,live,3696,4556,1114784.526,897,15083,2023-03-14,5897,9506000,7251150,1385078670,32
913,51,5600,live,3697,4585,1114806.818,10435,23825,2023-01-19,3322,4056000,3479950,539358650,22
914,171,10830,live,3748,4377,809850.191,96,88,2023-08-22,984,454300,272880,37458830,7
915,141,5883,live,3768,7661,535582.682,54,2855,2023-01-10,4083,4792000,1741970,469764300,14
916,171,11425,live,3770,4780,940403.854,58,1027,2023-09-13,969,248400,217660,41661790,6
917,141,10956,live,3772,4867,209603.155,27,1582,2023-08-27,1604,148000,118400,96660800,2
918,164,8687,live,3774,6973,852214.894,476,14950,2023-07-04,11805,3215000,2197225,1592347421,17
919,171,8527,live,3778,4351,671437.481,192,164,2023-06-21,977,92600,83340,25475670,4
920,141,7640,live,3783,6145,310960.085,25,1813,2023-05-14,2622,358700,292910,177412340,4
921,171,8778,live,3791,4413,755845.246,104,2414,2023-07-04,1154,493300,423270,48516030,8
922,171,12049,live,3796,4316,497295.08,33,112,2023-10-13,1577,9185000,8542050,796566390,15
923,51,7074,live,3812,4685,968983.864,8369,6626,2023-04-13,3441,3042000,2643650,426318350,24
924,171,8524,live,3817,4538,737438.96,254,845,2023-06-21,2176,274100,213520,41081600,11
925,171,12659,live,3825,4452,389761.732,45,478,2023-10-23,1604,146300,95520,21640600,6
926,51,6393,live,3826,4653,856271.116,2782,12643,2023-02-23,3825,6264500,5458435,419363570,48
927,171,8112,live,3852,4424,762447.627,136,1231,2023-06-09,1104,319000,145440,38043540,4
928,171,11954,live,3858,4383,429939.819,76,53,2023-10-05,1640,13097000,8240000,1351224000,11
929,171,8707,live,3861,5303,843370.415,346,2989,2023-06-26,2767,0,0,0,1
930,171,8518,live,3865,4436,755767.259,78,8641,2023-06-20,15007,0,0,0,1
931,51,5293,live,3868,4881,1318388.456,4724,8790,2022-12-14,2331,1855000,1411870,108332940,31
932,164,8692,live,3891,6189,678650.688,188,9378,2023-07-12,4783,7509000,5113232,520693959,43
933,51,7399,live,3898,5705,1729476.496,12784,24605,2023-05-09,6699,2396000,2165700,666490400,24
934,51,6215,live,3898,4572,824920.737,19957,22638,2023-02-21,1986,8654000,7260640,251499580,53
935,171,10733,live,3903,4438,694394.826,49,77,2023-08-18,181,48910000,44019000,430208100,20
936,141,8470,live,3905,8291,418446.486,96,8452,2023-06-14,5479,379500,109100,130216900,5
937,141,10803,live,3907,5310,246721.348,20,286,2023-08-16,2212,299600,239680,136327040,4
938,171,8938,live,3909,4666,731484.936,108,238,2023-07-14,759,39900,35910,27255690,1
939,141,12589,live,3921,4718,193913.83,117,4783,2023-10-18,912,1110000,223110,31825350,8
940,17,11144,live,3939,5402,1281946.668,329,14542,2023-08-31,2553,15775000,15775000,1286695000,35
941,82,6898,live,3939,5320,1265194.206,592,8374,2023-04-04,8839,949000,674000,497918800,11
942,171,12224,live,3940,4508,503249.676,23,43,2023-10-16,1930,239000,222270,428981100,1
943,171,11044,live,3942,4988,1071592.571,143,3264,2023-08-31,1593,64900,33900,54002700,1
944,171,11655,live,3949,4470,436917.105,82,1252,2023-09-18,279,4807000,3297000,218217000,5
945,164,11888,live,3999,6353,803051.519,890,16193,2023-10-24,7052,997000,711617,402195584,13
946,171,11671,live,4009,4567,427277.817,39,374,2023-09-20,827,349800,283370,28467130,6
947,171,10826,live,4024,4643,784248.09,92,101,2023-08-21,1309,43044400,40892180,2073436940,33
948,171,8637,live,4044,4630,751252.045,92,2439,2023-06-29,729,349000,258410,24147150,7
949,51,6799,live,4055,4934,989855.041,4870,10797,2023-03-30,4029,1871800,1561030,214430890,29
950,141,9506,live,4083,5947,327681.404,23,534,2023-07-31,3433,58000,38000,130454000,1
951,171,10143,live,4087,4609,658315.312,177,61,2023-08-07,619,897550,789700,26983930,16
952,164,11886,live,4091,4670,263860.497,464,973,2023-10-18,2327,2321000,1498890,174250340,19
953,171,8538,live,4109,4718,720644.4,36,656,2023-06-23,1849,374600,337140,91309860,7
954,141,6129,live,4115,8326,485781.742,35,3512,2023-02-02,3361,877200,635885,218192365,10
955,51,7051,live,4123,4975,877747.066,4364,10556,2023-04-18,4097,2489000,1975650,279689350,27
956,20,5640,live,4157,5262,657108.334,46,8755,2023-01-11,2059,20153000,15397300,539770600,54
957,141,8033,live,4172,6420,353963.182,210,18295,2023-05-30,1819,1264000,1214000,474287000,5
958,171,10168,live,4195,4842,839251.549,60,287,2023-08-11,1668,168000,151200,130960800,2
959,171,7900,live,4208,4820,723220.136,82,2661,2023-06-01,661,87700,51700,7068300,7
960,51,7298,live,4214,5476,1143301.098,2508,7550,2023-04-20,5861,4813000,4238050,1272121750,18
961,171,11211,live,4216,5330,1160543.982,141,1432,2023-09-07,1627,502400,477360,40261820,16
962,171,11668,live,4223,4897,550124.036,87,414,2023-09-20,1366,287700,205820,137171430,3
963,82,5014,live,4225,6487,1918362.983,890,12932,2022-12-07,7515,3639700,3285075,1396508650,23
964,164,7820,live,4230,7153,675046.758,1930,9587,2023-06-15,6039,1939000,1422185,581057410,17
965,51,6181,live,4252,5294,873703.104,4653,25909,2023-02-14,2890,6128000,5419500,625259900,26
966,171,7885,live,4257,4851,830532.057,39,543,2023-05-30,2472,646200,439400,82179000,8
967,82,7398,live,4268,5441,1224938.627,3582,5484,2023-04-25,9253,23566000,17587640,1063064062,145
968,164,8694,live,4270,7573,923027.277,1461,11334,2023-07-17,7128,2953000,2068562,541805533,28
969,171,9167,live,4272,4904,717546.297,13,1485,2023-07-21,686,7449340,6472560,71686830,31
970,20,10953,live,4293,6504,907574.962,1481,5278,2023-08-30,5768,20489000,12160815,1202758445,62
971,51,11802,live,4297,5741,1544742.168,718,9844,2023-10-12,7801,10803000,8563400,1136038600,56
972,10,5205,live,4320,4702,463004.28,173,2992,2022-11-28,477,553800,445160,17131160,17
973,171,8920,live,4321,4925,788049.023,68,180,2023-07-11,1390,1132000,1052760,465064170,3
974,20,6395,live,4337,6531,788624.163,191,12193,2023-02-22,5691,4576000,4576000,2161968000,12
975,171,11423,live,4345,5521,1140176.76,115,670,2023-09-13,1243,2913000,808380,154253250,8
976,141,8545,live,4360,7461,413638.945,77,1183,2023-06-20,3613,3630000,1027800,261117000,15
977,17,6341,live,4364,5798,1664388.594,293,8317,2023-02-09,5799,26675000,26675000,3614595000,48
978,82,7977,live,4379,6012,1637001.125,2672,2711,2023-06-20,6638,8625000,7359350,680149000,90
979,20,6227,live,4445,5938,703635.614,117,2729,2023-02-15,3668,5422000,5186740,489745890,38
980,171,10717,live,4451,5092,779525.618,21,907,2023-08-15,609,38900,35010,21321090,1
981,10,5437,live,4468,4833,397165.797,120,3043,2022-12-13,466,556000,391560,20950640,13
982,51,6701,live,4469,5501,1104578.085,3147,20453,2023-03-16,5162,2974900,2301560,539971110,23
983,51,5441,live,4480,5547,1091021.674,5962,5177,2023-01-11,3973,8956000,7346400,734021700,58
984,51,6194,live,4494,5560,1237575.873,6185,9565,2023-02-08,4981,4559000,4107550,407262650,51
985,141,8415,live,4494,9147,577307.08,99,16882,2023-06-12,4886,1415000,1046300,311656400,15
986,141,7765,live,4496,8925,531252.281,38,2001,2023-05-18,5170,3372000,914400,323075700,14
987,29,5314,live,4499,13340,996087.238,229,13911,2022-12-15,926,3495000,1836000,323050000,5
988,171,9448,live,4513,5089,795370.97,20,630,2023-08-02,611,0,0,0,1
989,51,5868,live,4515,5349,984090.39,12154,24028,2023-01-10,2850,5614800,4448930,324191760,31
990,51,5869,live,4526,5317,864633.672,11623,9544,2023-01-31,2511,7181177,5323060,287427865,50
991,171,12765,live,4532,5148,502219.259,23,78,2023-10-30,1995,1007100,500200,105872620,10
992,171,8531,live,4561,5481,924891.798,173,229,2023-06-22,2383,143300,120000,41968000,7
993,82,7630,live,4568,5841,1230249.091,617,11298,2023-06-05,7863,4226000,3589600,642021700,38
994,82,11064,live,4571,5572,712785.112,844,11470,2023-09-14,8424,10193000,7762500,856461600,63
995,17,12751,live,4574,6445,1684694.902,97,11313,2023-10-26,5804,48075000,48075000,3873296000,75
996,51,5154,live,4584,5619,1313105.941,22168,41327,2022-12-08,1609,13457000,11424950,383226650,51
997,171,11304,live,4587,5785,1246250.207,111,484,2023-09-06,1375,348640,261960,31399320,12
998,141,7130,live,4590,8472,511257.118,136,15920,2023-04-06,3072,2890000,1873000,187405800,27
999,141,8677,live,4594,8004,423079.372,15,421,2023-06-25,3642,296000,164600,150896800,4
1000,141,12706,live,4596,5473,241014.071,87,4744,2023-10-24,807,3317000,1591000,215858500,11
1001,171,12670,live,4603,5212,498541.077,35,35,2023-10-25,1991,199000,185070,368474370,1
1002,171,11660,live,4605,5741,722995.887,91,760,2023-09-19,2156,0,0,0,1
1003,171,12232,live,4606,5877,640591.456,438,3382,2023-10-17,3474,601800,470200,147667200,9
1004,29,5163,live,4607,5876,697299.082,207,4076,2022-11-24,689,7955000,3782000,237189000,9
1005,141,8255,live,4616,8448,483095.579,84,4126,2023-06-07,3649,2384000,340640,186937420,17
1006,51,6533,live,4617,5377,878050.134,26888,31571,2023-03-07,1871,6062800,4914018,166610595,58
1007,51,8387,live,4630,6302,1634255.604,4105,23975,2023-07-06,10208,1439000,1295100,790697700,16
1008,82,7628,live,4660,5544,1005996.059,577,8444,2023-05-23,6059,3561000,2897200,321042400,53
1009,171,10836,live,4663,6494,1221503.044,573,1287,2023-08-23,7060,1515500,1332960,344662750,22
1010,141,9240,live,4666,6736,342235.39,164,9652,2023-07-18,2015,6764000,2774400,143028320,36
1011,141,5819,live,4680,8803,623104.689,24,4721,2023-01-03,3578,3921000,3102000,978091000,11
1012,141,7421,live,4682,8484,571184.059,290,20919,2023-04-25,2597,1163000,1113000,527756000,5
1013,171,8342,live,4687,5274,736317.176,36,1749,2023-06-14,1529,44100000,35280000,3397400000,16
1014,171,11047,live,4703,5770,1134001.405,58,900,2023-08-31,1761,15513000,12009600,2208397600,11
1015,141,8399,live,4704,8804,475711.326,14,1049,2023-06-11,3943,359500,197235,158097855,5
1016,141,9335,live,4707,6332,304200.856,50,1761,2023-07-24,1850,49900,44100,81585000,1
1017,17,9189,live,4740,6700,1926473.775,304,14835,2023-07-18,6202,13208000,12836000,2630243500,28
1018,164,11884,live,4751,8224,884828.181,2138,2918,2023-10-12,7690,8331000,7520110,1211134880,52
1019,10,11299,live,4754,5485,279292.988,457,3165,2023-09-19,2037,2127000,388650,31047300,21
1020,171,10157,live,4762,5567,916522.538,715,2922,2023-08-09,1557,243700,182000,27324240,11
1021,51,5960,live,4773,5825,1054079.434,30411,29691,2023-02-07,2523,10540300,8455125,324696760,57
1022,141,8259,live,4790,7696,317391.19,7,156,2023-06-04,2853,328700,230090,181251700,4
