,0
89166,24069.404552454995
89167,24069.404552454995
89168,24069.404552454995
89196,27105.399625185535
89197,27105.399625185535
89198,36717.33931052577
89199,36717.33931052577
89200,27105.399625185535
89266,22303.492069009437
89270,22303.495119341962
89271,25054.56351201146
89272,25054.56351201146
89273,25054.56351201146
89274,25054.56351201146
89282,38676.69607404001
89283,28048.75812264427
89284,28048.75812264427
89285,28048.75812264427
89286,36548.98190688227
89287,28048.75812264427
89288,28048.75812264427
89289,36548.98190688227
89290,28048.75812264427
89291,45306.40190146002
89292,37635.895034290705
89293,27071.840213584976
89336,40925.68483420457
89352,22303.493493695736
89353,25064.31984134332
89356,25064.31984134332
89358,25064.31984134332
89359,25064.31984134332
89420,35455.00493969642
89421,25057.42362108628
89422,32766.27085163156
89423,32766.27085163156
89424,24040.311371199707
89425,23154.388868607675
89426,23154.388868607675
89427,22303.49450641797
89434,291541.1072560875
89435,26273.500373043884
89441,-253031.68501372606
89442,215819.0844391659
89443,256014.18054469768
89444,256014.18054469768
89446,291541.1072560875
89447,156059.35354367062
89448,256014.18054469768
89449,256014.18054469768
89450,256014.18054469768
89454,256014.18054469768
89541,23154.14457547495
89542,34036.70386066369
89543,34036.70386066369
89544,23153.964317470505
89548,24068.745003744698
89549,25038.575771881362
89550,25038.575771881362
89551,24792.063186876723
89552,23154.456815302903
89553,55726.499352743835
89656,-253031.68501372606
89657,-253031.68501372606
89658,-253031.68501372606
89659,-253031.68501372606
89660,-253031.68501372606
89661,-253031.68501372606
89662,-253031.68501372606
89666,31614.119754354004
89667,26231.55334245596
89668,26231.55334245596
89669,40925.68483420457
89672,26231.55334245596
89676,334245.8341890278
89677,396474.6995531125
89678,396474.6995531125
89679,334245.8341890278
89680,334245.8341890278
89681,334245.8341890278
89682,334245.8341890278
89683,334245.8341890278
89684,334245.8341890278
89685,396474.6995531125
89686,334245.8341890278
89687,396474.6995531125
89688,334245.8341890278
89689,-253031.68501372606
89690,-253031.68501372606
89691,-253031.68501372606
89692,-253031.68501372606
89693,-253031.68501372606
89694,-253031.68501372606
89695,-253031.68501372606
89696,25095.431208337075
89697,25095.431208337075
89700,25095.431208337075
89701,25095.431208337075
89797,28048.75812264427
89798,36548.98190688227
89841,24792.063186876723
89842,23153.964317470505
89843,23154.14457547495
89879,24024.427941253853
89880,24024.427941253853
89893,-58822.956074084155
89894,-63814.689019486774
89895,-68797.30986885354
89896,-92458.77981350245
89897,11806.330360733438
89898,-63814.689019486774
89976,-74622.0360284117
89977,1577.9372423100285
89978,-27755.560848467518
89979,1577.9372423100285
89981,-74622.0360284117
89982,1577.9372423100285
89983,-39063.78571826662
89985,-63814.689019486774
89988,-63814.689019486774
89991,-66869.5102477686
89992,24075.337641379643
89993,24075.337641379643
89994,24075.337641379643
89995,-27919.11688050322
89996,-27919.11688050322
89997,-27919.11688050322
89998,-27919.11688050322
89999,-27919.11688050322
90000,-27919.11688050322
90001,-27919.11688050322
90002,-27919.11688050322
90003,-27919.11688050322
90004,-27919.11688050322
90005,28934.514794740462
90006,28934.514794740462
90007,28934.514794740462
90010,28934.514794740462
90011,28934.514794740462
90012,48632.00578658434
90013,27312.997574073648
90014,-302221.1355374025
90015,-302221.1355374025
90016,-302221.1355374025
90017,-302221.1355374025
90018,-302221.1355374025
90019,-302221.1355374025
90020,-302221.1355374025
90021,-302221.1355374025
90022,-302221.1355374025
90023,-302221.1355374025
90024,-302221.1355374025
90025,-302221.1355374025
90026,-302221.1355374025
90027,-302221.1355374025
90028,-302221.1355374025
90029,-302221.1355374025
90030,408560.5833341833
90147,25062.159010282267
90148,25062.159010282267
90149,25062.159010282267
90150,25062.159010282267
90295,28657.437995170898
90296,50739.34278966155
90316,23153.807887342446
90317,23153.807887342446
90318,23154.218240126924
90319,23154.218240126924
90320,22306.584314631218
90321,22306.584314631218
90322,22306.584314631218
90323,22306.584314631218
90324,22306.584314631218
90325,22306.584314631218
90326,22306.584314631218
90327,22306.584314631218
90328,22306.584314631218
90370,24067.61179800955
90371,24067.61179800955
90544,24071.91776993776
90545,27575.851093990765
90546,27575.851093990765
90547,27575.851093990765
90549,27312.997574073648
90550,27312.997574073648
90551,27312.997574073648
90649,402744.8491308908
90650,402744.8491308908
90651,330739.1580983192
90652,347585.97577155806
90665,-985061.9810938581
90666,-985061.9810938581
90667,-985061.9810938581
90673,-985061.9810938581
90674,-985061.9810938581
90676,25969.80482448543
90677,25969.80482448543
90678,25969.80482448543
90679,25969.80482448543
90680,25969.80482448543
90681,22303.492432683786
90691,127290.34723396727
90692,127290.34723396727
90693,127290.34723396727
90694,127290.34723396727
90695,127290.34723396727
90696,127290.34723396727
90697,127290.34723396727
90698,127290.34723396727
90699,127290.34723396727
90700,127290.34723396727
90701,127290.34723396727
90702,34298.10035161259
90703,-985061.9810938581
90704,-985061.9810938581
90705,-985061.9810938581
90706,-985061.9810938581
90707,-985061.9810938581
90708,-985061.9810938581
90709,-985061.9810938581
90710,-985061.9810938581
90712,-985061.9810938581
90713,-985061.9810938581
90714,127290.34723396727
90715,22303.49699753007
90716,23154.254539624504
90717,23154.398860356378
90718,23154.398860356378
90719,43464.247343207695
90720,43464.82839681642
90822,23154.254539624504
90851,22303.492302763618
91051,22303.495034404696
91104,418331.9732859642
91178,22303.49422275088
91182,27312.997574073648
91183,27312.997574073648
91378,33553.86551273272
91379,33553.86551273272
91380,33553.86551273272
91381,33553.86551273272
91382,33553.86551273272
91383,33553.86551273272
91384,33553.86551273272
91385,33553.86551273272
91386,33553.86551273272
91387,23154.393869877305
91388,23154.393869877305
91389,69514.4213727017
91390,26247.98776947485
91391,26247.98776947485
91392,26247.98776947485
91394,26247.98776947485
91396,26008.174456545188
91399,26008.174456545188
91400,48632.00578658434
91401,48632.00578658434
91402,48632.00578658434
91403,166698.32296359533
91404,166698.32296359533
91406,166698.32296359533
91408,166698.32296359533
91409,166698.32296359533
91410,166698.32296359533
91412,166698.32296359533
91413,166698.32296359533
91415,24075.60425966233
91416,25031.81482603828
91417,25031.81482603828
91418,25031.81482603828
91419,25031.81482603828
91420,40780.042838540074
91421,35443.05210157817
91423,24086.85323136097
91424,22303.496597507474
91435,1577.9372423100285
91443,66709.47994114074
91445,166698.32296359533
91446,166698.32296359533
91447,166698.32296359533
91448,166698.32296359533
91479,23154.46898556834
91494,23154.46898556834
91495,23155.453050990713
91496,25057.42362108628
91497,25057.42362108628
91498,25054.27772548431
91499,25054.27772548431
91500,25054.27772548431
91501,25054.27772548431
91507,32764.86376728615
91570,23154.456815302903
91608,26008.174456545188
91609,26008.174456545188
91610,26008.174456545188
91611,46457.482228353285
91612,34021.60404704159
91613,34021.60404704159
91614,24075.60425966233
91623,24075.60425966233
91627,27175.89513782516
91628,27175.89513782516
91629,27175.89513782516
91630,27175.89513782516
91631,27175.89513782516
91632,27175.89513782516
91658,26247.98776947485
91660,37833.014413630706
91661,47779.15185394407
91662,37833.014413630706
91663,64077.95029786945
91664,64077.95029786945
91793,27169.715117615728
91839,22303.49707189169
91841,48632.00578658434
91982,23154.337046004803
91983,23154.337046004803
91984,41921.95057772056
92152,1413903.8383652358
92278,35467.54315573636
92396,24078.140522861482
92397,24078.140522861482
92398,24078.140522861482
92399,24068.802787209905
92400,24068.802787209905
92401,24068.802787209905
92402,23154.289150653778
92403,23154.289150653778
92404,-62721.85845156436
92405,-62721.85845156436
92406,-62721.85845156436
92407,-62721.85845156436
92408,-62721.85845156436
92409,-62721.85845156436
92410,-62721.85845156436
92411,-62721.85845156436
92412,-62721.85845156436
92413,-62721.85845156436
92414,-62721.85845156436
92415,-238738.7963159825
92416,-62721.85845156436
92417,-4714.331366674131
92418,-4714.331366674131
92419,-4714.331366674131
92420,-4714.331366674131
92421,-4714.331366674131
92422,-4714.331366674131
92423,-4714.331366674131
92424,-4714.331366674131
92425,-4714.331366674131
92426,-4714.331366674131
92427,-4714.331366674131
92428,-4714.331366674131
92429,-4714.331366674131
92430,-4714.331366674131
92431,-4714.331366674131
92432,24062.162348170896
92433,24062.162348170896
92434,24062.162348170896
92435,-14579.369868355934
92436,-14579.369868355934
92437,-14579.369868355934
92438,-14579.369868355934
92439,-14579.369868355934
92440,-14579.369868355934
92441,-14579.369868355934
92442,-14579.369868355934
92443,-14579.369868355934
92444,-14579.369868355934
92445,-14579.369868355934
92446,155780.40650789937
92447,155780.40650789937
92448,155780.40650789937
92449,155780.40650789937
92450,30231.978225508035
92451,30231.978225508035
92452,30231.978225508035
92453,30231.978225508035
92454,30231.978225508035
92455,30231.978225508035
92456,30231.978225508035
92457,30231.978225508035
92458,23154.68459003922
92459,23154.68459003922
92473,22303.49653540797
92554,256817.72591818907
92555,256817.72591818907
92556,33904.9762363004
92557,33904.9762363004
92558,33904.9762363004
92559,33904.9762363004
92560,33904.9762363004
92561,33904.9762363004
92562,33904.9762363004
92565,27048.523216128466
92566,27048.523216128466
92567,27048.523216128466
92568,27048.523216128466
92569,27048.523216128466
92570,27048.523216128466
92662,728678.9716282128
92663,728678.9716282128
92690,24067.61179800955
92736,26008.244009074413
92737,26008.244009074413
92738,26008.244009074413
92860,26008.244009074413
92861,26008.244009074413
92893,26049.111271152433
92895,26049.111271152433
92896,26049.111271152433
92897,26049.111271152433
92898,26049.111271152433
92933,81474.31856377347
92934,331879.1030138277
92935,149974.3164499044
92936,82663.30755388306
92940,82663.30755388306
92941,82663.30755388306
92945,82663.30755388306
92946,82663.30755388306
92948,507830.7790735017
92949,197480.08450669172
92950,507830.7790735017
92953,387638.92099560675
92954,172392.41228839703
92955,197480.08450669172
92956,172392.41228839703
92957,106732.2610746024
92958,451204.27075788507
92959,403231.4638214345
92960,172392.41228839703
92962,22303.495983312132
92964,22303.497989320873
92965,38676.69204134884
93090,155780.40650789937
93091,155780.40650789937
93092,155780.40650789937
93093,155780.40650789937
93094,155780.40650789937
93095,155780.40650789937
93097,155780.40650789937
93098,155780.40650789937
93099,155780.40650789937
93193,226144.19848642324
93194,226144.19848642324
93195,226144.19848642324
93196,226144.19848642324
93197,24072.824025470865
93198,24072.824025470865
93199,24072.824025470865
93248,12544.522136424188
93249,12544.522136424188
93250,12544.522136424188
93251,12544.522136424188
93252,12544.522136424188
93253,12544.522136424188
93254,12544.522136424188
93256,12544.522136424188
93257,12544.522136424188
93258,31666.474175907184
93259,20817.996039207675
93260,20817.996039207675
93261,23365.7723399519
93262,23365.7723399519
93263,23365.7723399519
93264,23365.7723399519
93265,23365.7723399519
93266,23154.844018130505
93267,23154.844018130505
93269,31560.630461318055
93270,226144.19848642324
93271,226144.19848642324
93272,226144.19848642324
93365,47323.71749145957
93388,27750.209756902674
93389,27750.209756902674
93390,27750.209756902674
93391,27750.209756902674
93392,27750.209756902674
93393,27750.209756902674
93405,27589.07315773444
93406,12544.522136424188
93407,12544.522136424188
93427,26292.55469112344
93428,26292.55469112344
93429,26292.55469112344
93430,26292.55469112344
93431,26292.55469112344
93462,26292.55469112344
93463,26292.55469112344
93464,26292.55469112344
93469,25062.356085463398
93470,25062.356085463398
93471,25062.356085463398
93472,25062.356085463398
93504,26102.251519034544
93505,26102.251519034544
93506,26102.251519034544
93507,26102.251519034544
93669,27769.15397856319
93670,27769.15397856319
93671,27769.15397856319
93672,27769.15397856319
93673,27769.15397856319
93715,104839.70728455082
93716,70005.92376676737
93717,309526.73174615717
93718,40044.90863059356
93719,124608.68897555902
93720,203163.95976284693
93721,2968.040109383641
93724,40044.90863059356
93728,2968.040109383641
93729,306347.6463207905
93732,117207.64341526316
93736,23154.684881968562
93737,23154.684881968562
94020,27769.15397856319
94021,27769.15397856319
94088,25903.36323980857
94089,25903.36323980857
94090,25903.36323980857
94091,25903.36323980857
94092,25903.36323980857
94093,23154.66478928097
94094,23154.66478928097
94095,28538.547111910004
94097,28538.547111910004
94098,28538.547111910004
94100,28538.547111910004
94101,28538.547111910004
94102,35475.11619023794
94103,35475.11619023794
94104,35475.11619023794
94105,35475.11619023794
94106,26241.45503137324
94107,26241.45503137324
94108,26241.45503137324
94109,24074.518078968154
94110,24074.518078968154
94111,24074.518078968154
94112,50197.44582396897
94113,50197.44582396897
94114,26957.147833991403
94115,26957.147833991403
94116,26957.147833991403
94117,26957.147833991403
94118,26957.147833991403
94119,26957.147833991403
94120,25016.851812073954
94121,25016.851812073954
94122,25016.851812073954
94123,25016.851812073954
94224,443500.1784515984
94225,339713.2135144253
94226,552991.6700289096
94227,523813.2066179335
94233,24066.66952504994
94234,24066.66952504994
94235,24066.66952504994
94311,1851575.7881759582
94312,1851575.7881759582
94313,1851575.7881759582
94314,1851575.7881759582
94315,1851575.7881759582
94316,1851575.7881759582
94317,1851575.7881759582
94318,1692776.9620041377
94319,1692776.9620041377
94320,1851575.7881759582
94321,1692776.9620041377
94322,1851575.7881759582
94323,1851575.7881759582
94324,1640701.6041514706
94325,1851575.7881759582
94326,1242894.7610509756
94327,1640701.6041514706
94328,1242894.7610509756
94329,1242894.7610509756
94330,1422897.7719626445
94331,1640701.6041514706
94332,1640701.6041514706
94333,1242894.7610509756
94334,1242894.7610509756
94335,1640701.6041514706
94336,1640701.6041514706
94337,1242894.7610509756
94338,1242894.7610509756
94339,1640701.6041514706
94340,1640701.6041514706
94341,1242894.7610509756
94342,1242894.7610509756
94343,1851575.7881759582
94350,38781.48109917152
94351,38781.48109917152
94352,28419.593371846815
94353,38781.48109917152
94354,38781.48109917152
94359,22303.49792885568
94624,25757.715016916154
94626,25757.715016916154
94627,25757.715016916154
94628,25757.715016916154
94629,25757.715016916154
94630,23154.181450944183
94632,23154.181450944183
94639,27383.458053942166
94640,27383.458053942166
94643,66709.47994114074
94645,588298.7457134667
94648,100272.45820868597
94650,58888.15012757527
94653,130504.18142770216
94655,58903.7051178969
94657,305416.43877903477
94724,2064576.6096874624
94725,2064576.6096874624
94726,2064576.6096874624
94727,2064576.6096874624
94728,2064576.6096874624
94729,2064576.6096874624
94730,2064576.6096874624
94731,2064576.6096874624
94732,2064576.6096874624
94733,2064576.6096874624
94734,2064576.6096874624
94735,2064576.6096874624
94736,2064576.6096874624
94737,2064576.6096874624
94738,2064576.6096874624
94739,2064576.6096874624
94740,1548230.9058784544
94741,1548230.9058784544
94891,24231.72920356699
94892,24231.72920356699
94893,75707.51886848276
94894,53920.67241743354
94898,28538.547111910004
94902,28538.547111910004
94903,27383.458053942166
94904,27383.458053942166
94905,27383.458053942166
94906,27383.458053942166
94909,25070.15445499526
94910,25070.15445499526
95001,38781.48109917152
95002,28419.593371846815
95302,26241.45503137324
95303,26241.45503137324
95319,1548230.9058784544
95320,1548230.9058784544
95321,1548230.9058784544
95322,1548230.9058784544
95323,59854.515607929075
95540,19434.397178803672
95541,19434.397178803672
95542,19434.397178803672
95544,20799.92712616551
95545,28776.15121996803
95546,28776.15121996803
95547,28776.15121996803
95548,59344.24539589709
95549,28776.15121996803
95550,28776.15121996803
95551,28776.15121996803
95552,28776.15121996803
95553,22303.496010438088
95554,24118.99597441293
95555,24118.99597441293
95556,-153349.72081529326
95557,-153349.72081529326
95558,33465.8286936387
95559,33465.8286936387
95560,48545.859889496496
95563,23154.644427437343
95564,23154.644427437343
95565,22303.491430550253
95566,22303.49963464665
95567,37936.176512521124
95568,37936.176512521124
95569,37936.176512521124
95570,55642.966964568535
95571,7928.147479731066
95572,7928.147479731066
95573,7928.147479731066
95574,7928.147479731066
95575,7928.147479731066
95576,7928.147479731066
95577,7928.147479731066
95578,7928.147479731066
95579,7928.147479731066
95580,7928.147479731066
95581,7928.147479731066
95582,-22305.919654292025
95583,-22305.919654292025
95584,-22305.919654292025
95585,-22305.919654292025
95586,-22305.919654292025
95587,-22305.919654292025
95588,-22305.919654292025
95589,-22305.919654292025
95590,-22305.919654292025
95591,-22305.919654292025
95592,-22305.919654292025
95593,-22305.919654292025
95596,31560.633146343178
95597,248781.07381037073
95598,248781.07381037073
95599,248781.07381037073
95600,248781.07381037073
95601,248781.07381037073
95612,248781.07381037073
95613,248781.07381037073
95698,25070.15445499526
95699,25070.15445499526
95758,25074.21189607156
95759,25074.21189607156
95760,25074.21189607156
95761,25074.21189607156
95794,137639.66213702166
95795,407887.45256489265
95798,226571.02048369806
95799,423531.0760890553
95800,412202.89461388066
95801,378655.54970884573
95802,340538.50350448204
95803,290796.55916513037
95804,50320.307107408065
95805,50320.307107408065
95806,50320.307107408065
95807,32766.088017840608
95832,-44385407.36480379
95833,-44385407.36480379
95834,-44385407.36480379
95835,-44385407.36480379
95836,-44385407.36480379
95837,-44385407.36480379
95838,-44385407.36480379
95839,-44385407.36480379
95840,-44385407.36480379
95841,-44385407.36480379
95842,-44385407.36480379
95843,-44385407.36480379
95844,-44385407.36480379
95845,-44385407.36480379
95847,-44385407.36480379
95848,-44385407.36480379
95849,-44385407.36480379
95850,-44385407.36480379
95851,-44385407.36480379
95852,-44385407.36480379
95854,-44385407.36480379
95855,-44385407.36480379
95857,-44385407.36480379
95858,-44385407.36480379
95860,-44385407.36480379
95863,-44385407.36480379
95864,-44385407.36480379
95865,21122.717195440302
95866,21122.717195440302
95867,8080.262849366671
95868,8080.262849366671
95869,8080.262849366671
95870,8080.262849366671
95871,8080.262849366671
95873,8080.262849366671
95874,8080.262849366671
95875,8080.262849366671
95877,8080.262849366671
95956,410638.12020503567
95957,570841.2909210038
95959,382353.19541470683
95960,587576.6541207496
95962,109416.43014938454
95965,109416.43014938454
95966,587576.6541207496
95968,124718.27019382908
95969,109416.43014938454
95977,57173.55588913096
95978,109416.43014938454
96100,27225.14547439795
96101,27225.14547439795
96102,27225.14547439795
96103,27225.14547439795
96104,27225.14547439795
96105,27225.14547439795
96106,25113.204919891286
96107,25113.204919891286
96108,25113.204919891286
96109,25113.204919891286
96110,24069.14920338377
96111,24069.14920338377
96112,24069.14920338377
96277,25997.28784185081
96278,25997.28784185081
96279,25997.28784185081
96280,25997.28784185081
96281,25997.28784185081
96370,26158.161143132085
96371,26158.161143132085
96372,26158.161143132085
96373,26158.161143132085
96374,26158.161143132085
96376,33465.8286936387
96377,33465.8286936387
96378,33465.8286936387
96379,33465.8286936387
96380,33465.8286936387
96381,33465.8286936387
96642,25997.28784185081
96828,32766.088017840608
96885,41751.27355367849
96887,41751.27355367849
96888,57323.597436568205
96889,23734.062060610428
96890,27274.412743141023
96891,27274.412743141023
96892,25059.856470520688
96893,25059.856470520688
96894,25059.856470520688
96895,25059.856470520688
96896,26209.645332103908
96897,26209.645332103908
96898,26209.645332103908
96899,26209.645332103908
96900,26209.645332103908
96901,63362.46060380922
96902,26009.491245874306
96903,51894.232492669675
96904,74055.88058989684
96905,51894.232492669675
96906,40883.04727088711
96907,40883.04727088711
96908,31998.665837997956
96909,51894.232492669675
96910,31998.665837997956
96911,31998.665837997956
96913,31998.665837997956
96914,22303.496398143427
96919,29292.011507444317
96920,29292.011507444317
96921,29292.011507444317
96922,29292.011507444317
96923,29292.011507444317
96924,29292.011507444317
97029,26174.142209046156
97030,37036.21873212879
97031,37036.21873212879
97032,26174.034985782353
97033,37036.21873212879
97035,41751.27355367849
97211,23134.28588026853
97212,-274730.9653786518
97213,-274730.9653786518
97214,-274730.9653786518
97215,-199703.1055192377
97216,-274730.9653786518
97217,-274730.9653786518
97219,-3145.119816258317
97501,29797.64506739778
97502,29797.64506739778
97503,29797.64506739778
97504,29797.64506739778
97505,29797.64506739778
97506,29797.64506739778
97507,29797.64506739778
97508,29797.64506739778
97509,31560.63286503582
97510,772603.9980608982
97511,580726.6410311465
97512,122156.14180952171
97513,122156.14180952171
97514,101726.17976315535
97515,-23728.68357426254
97516,130504.18142770216
97518,130504.18142770216
97520,130504.18142770216
97521,130504.18142770216
97525,-23728.68357426254
97526,130504.18142770216
97533,101627.8190478938
97542,25102.6692261371
97543,25102.6692261371
97544,25102.6692261371
97545,25102.6692261371
97760,12354.202469182594
97761,12354.202469182594
97764,16523.852094562477
97765,-430966.4715443646
97766,-430966.4715443646
97767,-430966.4715443646
97768,-430966.4715443646
97769,-430966.4715443646
97770,-430966.4715443646
97771,-430966.4715443646
97772,-430966.4715443646
97773,-430966.4715443646
97774,-430966.4715443646
97781,25863.173816839168
97782,25863.173816839168
97783,25863.173816839168
97784,25863.173816839168
97785,26174.142209046156
97818,23134.288007372525
97819,28958.32568282669
97820,28958.32568282669
97821,28958.32568282669
97822,28958.32568282669
97823,28958.32568282669
97824,28958.32568282669
97825,28958.32568282669
97826,28958.32568282669
97827,-3145.119816258317
97828,-3145.119816258317
97830,-3145.119816258317
97831,-3145.119816258317
97832,-3145.119816258317
97833,-3145.119816258317
97834,-3145.119816258317
97835,-3145.119816258317
97836,-3145.119816258317
97837,-3145.119816258317
97838,-3145.119816258317
97846,50629.021858236825
97847,49296.03694961981
97848,52591.49115932999
98063,27274.412743141023
98064,27274.412743141023
98065,27274.412743141023
98066,27274.412743141023
98069,36132.728281892065
98070,25547.77862794807
98071,50734.64773428539
98360,16523.852094562477
98361,16523.852094562477
98544,101627.8190478938
98545,487610.6291998479
98635,-430966.4715443646
98636,-430966.4715443646
98637,-430966.4715443646
98638,-430966.4715443646
98639,-430966.4715443646
98640,-430966.4715443646
98736,24066.92205481934
98737,24066.92205481934
98738,24066.92205481934
98800,23154.308813843323
98801,23154.308813843323
136743,24083.525241536197
136744,24083.525241536197
136745,27061.048125449808
136746,27061.048125449808
136747,27061.048125449808
136748,27061.048125449808
136749,27061.048125449808
136757,66708.98474774387
136758,42419.94022385834
136759,42419.94022385834
136760,79914.49877865225
136761,59449.295502161985
136762,59449.295502161985
136763,59449.295502161985
136764,59449.295502161985
136765,25076.43023738935
136766,25076.43023738935
136767,25076.43023738935
136768,25076.43023738935
136769,26254.885162017774
136770,29699.56836861561
136771,40562.070325994646
136772,52736.81186197582
136773,52736.81186197582
136774,58480.54416361534
136775,25735.737105154236
136776,25735.737105154236
136779,25735.737105154236
136780,32920.40224068564
136781,32920.40224068564
136782,32920.40224068564
136783,32920.40224068564
136784,32920.40224068564
136785,32920.40224068564
136786,58475.78315499223
136788,25727.499913306587
136789,25727.499913306587
136790,61422.9385019045
136791,33392.86568062519
136792,61977.767039106955
136793,31786.40788490804
136794,31786.40788490804
136795,31786.40788490804
136796,31786.40788490804
136797,31786.40788490804
136798,37496.232028667175
136799,37496.232028667175
136800,37496.232028667175
136801,25082.774314190712
136802,35494.088363450646
136803,25082.774314190712
136804,43495.72295162412
136805,36017.07750766848
136806,26824.79585058146
136807,24082.89451187179
136809,40164.618032747356
136810,20799.92712616551
136813,20799.92712616551
136821,59449.295502161985
136826,66704.82821979623
136827,42414.580115120436
136828,34612.680399577555
136829,26254.885162017774
136896,23154.20705142896
136897,23154.20705142896
136903,28958.32568282669
137026,26009.491245874306
137027,35467.54315573636
137092,51988.68561990946
137224,38676.69778281158
137239,23201.307362025982
137246,24082.645243581792
137247,24082.645243581792
137377,36017.07750766848
137417,240532.28287741813
137419,179043.06153748796
137420,240532.28287741813
137421,240532.28287741813
137422,240532.28287741813
137423,240532.28287741813
137619,240532.28287741813
137780,772603.9980608982
137781,772603.9980608982
137782,772603.9980608982
137783,772603.9980608982
137784,772603.9980608982
137785,772603.9980608982
137786,772603.9980608982
137787,772603.9980608982
137788,772603.9980608982
137789,772603.9980608982
137790,772603.9980608982
137791,772603.9980608982
137793,772603.9980608982
137795,711483.4357874554
137796,772603.9980608982
137797,772603.9980608982
137798,772603.9980608982
137799,14209.577067148493
137800,12153.12588018179
137801,14209.577067148493
137814,12153.12588018179
137820,2968.040109383641
138132,28504.87388227426
138133,28504.87388227426
138134,183315.76606630324
138135,39193.065648831616
138136,29494.947506054144
138137,39193.065648831616
138138,39193.065648831616
138139,39193.065648831616
138141,29494.947506054144
138142,29494.947506054144
138222,26254.885162017774
138223,26254.885162017774
138224,26254.885162017774
138429,22303.4963338709
138486,25727.499913306587
138563,25997.80030037104
138564,25997.80030037104
138565,25997.80030037104
138566,25997.80030037104
138567,25997.80030037104
138568,34695.482370934245
138569,34695.482370934245
138570,34695.482370934245
138571,34695.482370934245
138575,34695.482370934245
138576,34695.482370934245
138577,34695.482370934245
138578,34695.482370934245
138579,43784.535610210805
138580,35537.485622399414
138581,35537.485622399414
138582,46771.450709868484
138583,112619.28192558678
138584,112619.28192558678
138585,24460.316391759625
138586,32765.987396894765
138587,32765.987396894765
138588,24068.17325123043
138589,24068.17325123043
138590,24068.17325123043
138591,27538.770804072003
138592,27538.770804072003
138593,27538.770804072003
138594,27538.770804072003
138595,-247856.7741234086
138597,-247856.7741234086
138598,-247856.7741234086
138599,26231.488085464756
138600,26231.488085464756
138601,26231.488085464756
138602,26231.488085464756
138603,26231.488085464756
138604,26231.488085464756
138605,24066.427057244284
138610,25039.3681088245
138611,25039.3681088245
138612,25039.3681088245
138613,25039.3681088245
138614,31560.631233502354
138616,57830.40190152249
138617,26636.436362413886
138618,306347.6463207905
138619,382353.19541470683
138620,305416.43877903477
138622,203163.95976284693
138624,382353.19541470683
138625,306347.6463207905
138627,306347.6463207905
138628,324287.9873454396
138630,228521.4120904372
138634,306347.6463207905
138635,229837.6106406459
138637,228521.4120904372
139076,31786.40788490804
139176,32765.40754875257
139178,32765.40754875257
139215,27638.224576706612
139216,27638.224576706612
139217,27638.224576706612
139218,27638.224576706612
139219,27638.224576706612
139220,27638.224576706612
139331,34695.482370934245
139332,34695.482370934245
139333,34695.482370934245
139553,25831.31252602763
139554,25831.31252602763
139555,25831.31252602763
139556,25831.31252602763
139557,24076.000362849438
139558,24076.000362849438
139559,28772.601179907513
139560,24076.000362849438
139561,28772.601179907513
139562,28772.601179907513
139563,28772.601179907513
139564,28772.601179907513
139565,28772.601179907513
139566,28772.601179907513
139577,23172.824629222654
139578,27231.762831047345
139579,27231.762831047345
139580,27231.762831047345
139581,27231.762831047345
139583,27231.762831047345
139584,27231.762831047345
140030,28702.57882349615
140034,-247856.7741234086
140040,28702.57882349615
140041,28702.57882349615
140042,28702.57882349615
140043,28702.57882349615
140044,28702.57882349615
140046,28702.57882349615
140047,28702.57882349615
140048,28702.57882349615
140049,112619.28192558678
140059,22303.49477690924
140060,26106.597789649524
140061,26824.79585058146
140291,27538.770804072003
140292,27538.770804072003
140886,28702.57882349615
140963,24066.427057244284
140964,24066.427057244284
141593,648903.08948269
141595,648903.08948269
141597,648903.08948269
141599,648903.08948269
141808,26269.016517853743
141809,26269.016517853743
141810,26269.016517853743
141811,26269.016517853743
141812,26269.016517853743
141835,26824.79585058146
141836,26824.79585058146
141872,42155.219985058415
141873,42155.219985058415
141874,42155.219985058415
141875,42155.219985058415
141876,42155.219985058415
141878,42155.219985058415
141879,28040.449791447012
141880,28040.449791447012
141881,28040.449791447012
141882,28040.449791447012
141883,28040.449791447012
141884,28040.449791447012
141885,28040.449791447012
141890,22303.493912528196
141891,26174.034985782353
141892,34070.8548671523
141893,24077.00349399687
141894,24077.00349399687
141895,24077.00349399687
142165,858371.9461267933
142166,858371.9461267933
142167,858371.9461267933
142168,858371.9461267933
142169,858371.9461267933
142170,858371.9461267933
142171,858371.9461267933
142172,858371.9461267933
142173,858371.9461267933
142174,858371.9461267933
142175,858371.9461267933
142176,858371.9461267933
142177,858371.9461267933
142178,858371.9461267933
142179,858371.9461267933
142180,858371.9461267933
142181,1418451.537431449
142182,1418451.537431449
142344,34070.8548671523
142345,34070.8548671523
142472,35495.68437836402
142473,35495.68437836402
142474,132826.34941031982
142475,132826.34941031982
142476,132826.34941031982
142477,132826.34941031982
142478,132826.34941031982
142479,132826.34941031982
142480,93870.47521705949
142481,93870.53920356219
142482,93870.47521705949
142483,132826.34941031982
142484,132826.34941031982
142485,132826.34941031982
142486,132826.34941031982
142487,132826.34941031982
142488,132826.34941031982
142489,132826.34941031982
142490,132826.34941031982
142491,132826.34941031982
142492,132826.34941031982
142493,93870.53920356219
142494,4109.317826204773
