,0
82917,211397.3505770531
82918,24067.149755130922
82919,24067.149755130922
82920,24067.149755130922
82921,27804.610909875693
82922,27804.610909875693
82923,27804.610909875693
82924,27804.610909875693
82925,27804.610909875693
82926,27804.610909875693
82927,27804.610909875693
82943,33234.30686708883
82944,33234.30686708883
82945,33234.30686708883
83015,22303.497137452243
83016,24073.253147850395
83017,24073.253147850395
83018,24073.253147850395
83251,460085.8638931296
83252,211397.3505770531
83253,211397.3505770531
83254,211397.3505770531
83255,211397.3505770531
83256,211397.3505770531
83257,290796.55916513037
83258,172392.41228839703
83260,275595.491684761
83261,524485.139957466
83262,515920.55253448966
83263,253624.22644922265
83264,452210.8286413576
83265,491258.3452756169
83266,498306.41891876585
83267,414446.4807275882
83269,306526.382590839
83270,355301.07224042754
83271,433277.62852907344
83272,137639.66213702166
83275,300181.65512596234
83276,433981.3549939238
83362,387377.3190351835
83363,197812.2411772545
83364,279553.34227519843
83365,197812.2411772545
83366,197812.2411772545
83367,384590.0919672977
83368,25282.210944806713
83369,53189.821112131045
83370,46771.450709868484
83371,88818.96991381758
83372,-179476.63672127982
83373,-179476.63672127982
83374,-179476.63672127982
83375,-179476.63672127982
83376,-179476.63672127982
83377,-179476.63672127982
83378,-179476.63672127982
83379,-179476.63672127982
83524,42382.08466292836
83525,42382.08466292836
83526,42382.08466292836
83527,42382.08466292836
83528,42382.08466292836
83529,42382.08466292836
83530,42382.08466292836
83845,405827.6203807704
83846,88507.23983675893
83847,67776.93868482858
83848,127980.89650789369
83849,211416.27948714513
83853,224238.6541792769
83854,213477.26028443873
83980,67776.93868482858
83982,52373.74160533212
83983,67776.93868482858
83985,33698.637455460615
83988,67776.93868482858
83990,7053.720157630742
83991,160213.2444482725
83992,33698.637455460615
83993,182490.05914005172
83995,228521.4120904372
83997,54431.50235088356
83998,23154.11454658729
83999,23154.11454658729
84000,26031.82391335127
84001,26031.82391335127
84002,42382.08466292836
84180,33234.30686708883
84182,45042.79725448764
84186,88629.0024366905
84187,-79942.70583453006
84188,57776.68466164498
84189,-49999.684883972164
84190,-75268.34882908175
84191,-82135.70810563734
84192,-10190.86120609392
84193,-10190.86120609392
84194,27653.275124837433
84195,27653.275124837433
84196,27653.275124837433
84197,27653.275124837433
84198,27653.275124837433
84199,27653.275124837433
84200,41694.07401850242
84201,52360.9090799282
84202,41346.74157681022
84203,41346.74157681022
84204,41346.74157681022
84205,28465.69480255856
84206,21251.040958841222
84207,16447.63989444505
84208,16447.63989444505
84209,16447.63989444505
84210,16447.63989444505
84211,16447.63989444505
84212,16447.63989444505
84213,16447.63989444505
84214,16447.63989444505
84215,16447.63989444505
84216,43363.70025149504
84217,43363.70025149504
84218,43363.70025149504
84219,43363.70025149504
84220,43363.70025149504
84221,43363.70025149504
84222,31268.65867946088
84223,43363.70025149504
84224,29988.07667982974
84225,29988.07667982974
84226,29988.07667982974
84227,29988.07667982974
84228,29988.07667982974
84229,29988.07667982974
84230,29988.07667982974
84231,37895.14505700678
84232,37895.14505700678
84233,37895.14505700678
84234,37895.14505700678
84235,37895.14505700678
84236,113776.45756060368
84237,28154.549716905785
84238,28154.549716905785
84239,54180.160191590854
84240,34208.80342167329
84242,24993.278172437072
84243,24993.278172437072
84244,24993.278172437072
84245,24993.278172437072
84246,24993.278172437072
84247,22303.493317491404
84251,23154.497975243823
84252,23154.497975243823
84376,323971.0164177704
84377,197098.31271988666
84378,197098.31271988666
84379,53871.36790717067
84380,53871.36790717067
84381,53871.36790717067
84382,53871.36790717067
84383,53871.36790717067
84384,198110.38934090224
84385,35433.787647024525
84387,21251.040958841222
84389,21251.040958841222
84390,29942.70942201413
84391,46397.54432470989
84392,46397.54432470989
84394,231142.68140547164
84395,33698.637455460615
84396,24070.790530932005
84397,24070.790530932005
84398,24070.790530932005
84452,22303.493153346928
84453,22303.49249810905
84519,22303.4972231433
84522,39108.7335518855
84523,39108.7335518855
84524,39108.7335518855
84525,39108.7335518855
84526,39108.7335518855
84527,39108.7335518855
84528,39108.7335518855
84529,39108.7335518855
84530,39108.7335518855
84531,22303.497101950234
84570,24993.278172437072
84571,23154.276139419657
84572,23154.276139419657
84573,32809.58739211619
84574,41752.53648041411
84575,24993.278172437072
84577,80383.21795874645
84578,80383.21795874645
84608,80383.21795874645
84609,77770.64917309649
84775,48809.10930088695
84776,48809.10930088695
84777,48809.10930088695
84778,35083.38137343804
84779,35083.38137343804
84780,35083.38137343804
84781,35083.38137343804
84782,48809.10930088695
84783,35083.38137343804
84784,35083.38137343804
84785,35083.38137343804
84786,25094.171116455866
84787,25094.171116455866
84788,25094.171116455866
84789,25094.171116455866
84790,48484.04905070443
85032,39108.7335518855
85079,25039.250437954674
85080,25039.250437954674
85081,25039.250437954674
85082,25039.250437954674
85083,23154.240335949034
85084,23154.240335949034
85085,224238.6541792769
85086,224238.6541792769
85087,200322.588353605
85088,224238.6541792769
85089,261987.23311618576
85090,224238.6541792769
85091,224238.6541792769
85092,-25897.62479898025
85093,88507.23983675893
85094,224238.6541792769
85095,224238.6541792769
85098,224238.6541792769
85101,224238.6541792769
85102,382353.19541470683
85103,1340.8281934187107
85104,1340.8281934187107
85105,-391735.5674956654
85106,49391.40518021771
85107,36890.991005910524
85108,36890.991005910524
85109,36890.991005910524
85110,36890.991005910524
85111,36890.991005910524
85112,36890.991005910524
85113,36890.991005910524
85114,36890.991005910524
85115,1816687.053600281
85116,1931006.887622179
85117,1931006.887622179
85118,1872200.9023458243
85119,16835.443766334298
85120,16835.443766334298
85121,16835.443766334298
85122,16835.443766334298
85123,16835.443766334298
85124,16835.443766334298
85125,16835.443766334298
85126,16835.443766334298
85127,16835.443766334298
85128,16835.443766334298
85129,22303.493496872143
85130,25406.77996970762
85131,25406.77996970762
85132,25406.77996970762
85133,25406.77996970762
85134,25406.77996970762
85135,25406.77996970762
85136,25406.77996970762
85137,32766.191451262195
85138,32766.191451262195
85139,22303.496609496906
85140,31560.62841244202
85141,-880053.5847688504
85142,-880053.5847688504
85143,-880053.5847688504
85144,-880053.5847688504
85145,-880053.5847688504
85146,-880053.5847688504
85147,-880053.5847688504
85148,-880053.5847688504
85150,-880053.5847688504
85151,-880053.5847688504
85152,-880053.5847688504
85153,-880053.5847688504
85154,-880053.5847688504
85155,-880053.5847688504
85156,-880053.5847688504
85157,-880053.5847688504
85158,-880053.5847688504
85159,-880053.5847688504
85160,-880053.5847688504
85162,23154.28222109184
85163,23154.28222109184
85373,41752.53648041411
85374,35706.989945840425
85375,35706.989945840425
85376,41752.53648041411
85377,23154.465075948436
85378,23154.465075948436
85379,27163.765655966687
85380,27163.765655966687
85381,27163.765655966687
85382,27163.765655966687
85385,73164.04483485573
85386,73164.04483485573
85387,48823.28391116939
85388,68949.40032803056
85394,-138576.86362290313
85395,-416096.842490099
85396,-335155.6556575713
85397,-416096.842490099
85398,-416096.842490099
85399,-25897.62479898025
85401,-562226.972866402
85403,-25897.62479898025
85404,162041.6518272669
85405,488581.68542510364
85407,291541.1072560875
85410,-25897.62479898025
85626,33413.9616780001
85627,33413.9616780001
85798,31560.629393492047
85799,22303.495262044344
85856,97818.71465926385
85857,97818.71465926385
85858,97818.71465926385
85859,97818.71465926385
85860,97818.71465926385
85861,97818.71465926385
85862,-18501.3463829651
85863,-18501.3463829651
85864,-18501.3463829651
85865,-18501.3463829651
85866,-18501.3463829651
85867,-18501.3463829651
85868,-18501.3463829651
85869,-18501.3463829651
85870,-18501.3463829651
85871,-18501.3463829651
85872,-18501.3463829651
85873,-18501.3463829651
85875,-18501.3463829651
85877,-18501.3463829651
85878,-18501.3463829651
85879,36498.72069217028
85880,36498.72069217028
85881,36498.72069217028
85882,36498.72069217028
85883,36498.72069217028
85884,36498.72069217028
85885,36498.72069217028
85886,36498.72069217028
85887,36498.72069217028
85888,46949.67843238312
85889,46949.67843238312
85890,27338.35256843535
85891,27338.35256843535
85892,24302.515377531716
85893,-18501.3463829651
85999,-562226.972866402
86000,-562226.972866402
86001,-562226.972866402
86002,-562226.972866402
86003,-562226.972866402
86004,-562226.972866402
86005,-562226.972866402
86007,-562226.972866402
86008,-562226.972866402
86011,360811.8709599902
86012,-562226.972866402
86071,63940.707161158265
86079,619714.0840880432
86080,619714.0840880432
86242,36068.62218797002
86243,36068.62218797002
86244,36068.62218797002
86245,36068.62218797002
86246,36068.62218797002
86247,36068.62218797002
86248,36068.62218797002
86249,36068.62218797002
86250,24074.764160841194
86251,24074.764160841194
86252,24074.764160841194
86365,30287.258407592657
86374,22303.49270115336
86377,36244.48080392397
86378,22303.49378129252
86395,36244.48080392397
86454,125399.71882421465
86455,125399.71882421465
86456,378308.82088539295
86457,583972.4083365792
86459,125399.71882421465
86460,380738.01787615183
86461,450464.27086773387
86462,559140.989232199
86463,585511.3230427312
86464,551538.712522252
86465,573146.8626439017
86466,619714.0840880432
86467,453474.64896529645
86468,453474.64896529645
86469,453474.64896529645
86470,516690.97597406566
86471,595739.5458859142
86472,619714.0840880432
86473,595739.5458859142
86475,372255.6232909418
86476,460832.43923052214
86477,621617.3077107379
86478,125399.71882421465
86479,453474.64896529645
86480,453474.64896529645
86481,453474.64896529645
86483,621617.3077107379
86484,490348.5882493441
86485,559140.989232199
86486,591454.546150449
86578,37768.92002656673
86618,-14362.92612996808
86623,-121956.24218276213
86625,-27131.947294399317
86626,-23986.236749765172
86627,-166864.42564181518
86628,-78929.17226596829
86629,-158013.93075095583
86630,-158013.93075095583
86631,-113495.76401436504
86632,-143844.00700671622
86634,-158013.93075095583
86636,-128764.71300526417
86637,-143798.63451377535
86638,-158013.93075095583
86639,-158013.93075095583
86641,-159104.5334599563
86642,-159104.5334599563
86643,-158013.93075095583
86644,-14362.92612996808
86645,-156943.2542471746
86646,-158013.93075095583
86647,-138281.83658585325
86648,-151782.30979534425
86650,26122.02492748401
86652,24066.44614754412
86653,24066.44614754412
86654,27381.866455284624
86655,27381.866455284624
86656,27381.866455284624
86658,27381.866455284624
86659,37228.80683645018
86660,37228.80683645018
86661,62228.84771499595
86662,62228.84771499595
86663,26878.79897061531
86664,26878.79897061531
86665,26878.79897061531
86666,23153.493334801067
86667,23153.493334801067
86668,24070.999584135912
86669,24070.999584135912
86670,24070.999584135912
86671,26946.927877781374
86672,26946.927877781374
86673,26946.927877781374
86674,26946.927877781374
86675,22303.496260073727
86676,25056.997362728092
86677,25056.997362728092
86678,25056.997362728092
86679,25056.997362728092
86682,51907.16900911668
86683,51907.16900911668
86695,37768.92002656673
86697,37768.92002656673
86699,37768.92002656673
86812,447456.37540779426
86813,451902.0975549816
86817,582265.0185700732
86823,430412.3994059998
86825,22303.49425654731
86894,24071.18465079661
86895,24071.18465079661
86896,24071.18465079661
87153,263131.8716510499
87154,263131.8716510499
87157,55760.42011167346
87158,55760.42011167346
87159,55760.42011167346
87190,25068.14260906123
87191,25068.14260906123
87193,140507.83594252612
87194,301805.5249090679
87195,61084.71490081283
87196,263131.8716510499
87197,263131.8716510499
87198,25068.14260906123
87199,25068.14260906123
87200,27381.866455284624
87201,27381.866455284624
87202,24071.370552902656
87203,24071.370552902656
87204,24071.370552902656
87206,24066.44614754412
87225,28575.77910685965
87226,28575.77910685965
87227,23154.34564136385
87229,39038.41643764191
87230,39038.41643764191
87231,27589.07437033426
87232,39038.41643764191
87233,39038.41643764191
87363,177012.18061230678
87364,49643.79579319425
87365,35190.35502097947
87366,35190.35502097947
87367,35190.35502097947
87368,35190.35502097947
87369,35190.35502097947
87370,35190.35502097947
87371,35190.35502097947
87372,35190.35502097947
87373,35190.35502097947
87511,22303.495360381596
87589,28575.77910685965
87590,28575.77910685965
87591,28575.77910685965
87592,28575.77910685965
87596,28575.77910685965
87597,28575.77910685965
87603,111391.57178228316
87604,44019.360784264296
87605,44019.360784264296
87606,44019.360784264296
87607,44019.360784264296
87608,44019.360784264296
87609,44019.360784264296
87610,45889.84174790727
87611,25055.815380190325
87616,23154.308297465017
87618,23154.308297465017
87619,27434.25220051103
87620,27434.25220051103
87621,27434.25220051103
87622,27434.25220051103
87623,27434.25220051103
87624,27434.25220051103
87625,37370.99869710089
87626,37370.99869710089
87627,37370.99869710089
87628,37370.99869710089
87629,37370.99869710089
87630,37370.99869710089
87631,37370.99869710089
87632,37370.99869710089
87633,37370.99869710089
87634,37370.99869710089
87635,37370.99869710089
87636,37370.99869710089
87637,28154.203302365226
87638,28154.203302365226
87639,-555032.4199052453
87640,-555032.4199052453
87641,-555032.4199052453
87642,-555032.4199052453
87643,-555032.4199052453
87644,-555032.4199052453
87645,26226.609777355683
87646,26226.609777355683
87647,26226.609777355683
87648,26226.609777355683
87649,26808.82055722896
87650,26808.82055722896
87651,26808.82055722896
87652,26808.82055722896
87653,26808.82055722896
87654,26808.82055722896
87655,26808.82055722896
87656,24070.88730352286
87657,24070.88730352286
87658,24070.88730352286
87659,38059.73267202766
87660,38059.73267202766
87661,38059.73267202766
87662,38059.73267202766
87669,37768.92002656673
87724,31560.632041203717
87736,24116.061170598216
87737,23200.99368461282
87738,27105.399625185535
87739,27105.399625185535
87740,25055.815380190325
87741,25055.815380190325
87824,36244.48080392397
87825,36244.48080392397
87906,26946.927877781374
87907,26946.927877781374
87980,325565.5598270092
87981,176004.75984965265
87982,156059.35354367062
87983,110091.03355557052
87985,256014.18054469768
87986,79369.8352870628
87987,62746.982718129526
87988,62746.982718129526
87989,35480.16878389522
87990,35480.16878389522
87991,35480.16878389522
88375,25035.6730734784
88376,25035.6730734784
88377,25035.6730734784
88378,25035.6730734784
88545,26446.666180415676
88546,26446.666180415676
88547,26446.666180415676
88548,26446.666180415676
88549,26446.666180415676
88550,26446.666180415676
88551,22303.4936053544
88552,50216.32849583049
88553,43464.24753696445
88554,35468.29442633009
88555,56174.49099800836
88648,34776.79611888973
88649,34776.79611888973
88722,24066.584063044247
88723,24066.584063044247
88724,24066.584063044247
88813,22303.49459140194
88845,54445.8550976727
88846,49218.79209867645
88851,34057.44040478849
88852,34057.44040478849
88853,34057.44040478849
88935,71491.79402506107
88936,165767.14575728308
88937,68606.55002915068
88940,-555032.4199052453
88941,-555032.4199052453
88942,-555032.4199052453
88943,-555032.4199052453
88944,-555032.4199052453
88945,-555032.4199052453
88947,-555032.4199052453
88948,-555032.4199052453
88949,-555032.4199052453
88973,35480.16878389522
88974,26226.609777355683
89111,26273.500373043884
89112,26273.500373043884
89113,26273.500373043884
89114,26273.500373043884
89115,-134599.11143684087
89116,-134599.11143684087
89117,-134599.11143684087
89118,-134599.11143684087
89119,-270400.9655741289
89120,-270736.8036282869
89121,-134599.11143684087
89122,-134599.11143684087
89123,-224420.20842771482
89124,-270736.8036282869
89125,-270400.9655741289
89126,-258083.9637411045
89127,-96191.6267322497
89128,18130.15614311937
89129,18130.15614311937
89130,18130.15614311937
89131,18130.15614311937
89132,18130.15614311937
89133,18130.15614311937
89134,18130.15614311937
89135,18130.15614311937
89136,18130.15614311937
89137,18130.15614311937
89138,18130.15614311937
89139,28739.943725568475
89140,28739.943725568475
89141,28739.943725568475
89142,28739.943725568475
89143,-9763.473539153507
89144,-9763.473539153507
89145,-9763.473539153507
89146,-9763.473539153507
89147,-9763.473539153507
89148,-9763.473539153507
89149,-9763.473539153507
89150,-9763.473539153507
89151,-9763.473539153507
89153,-9763.473539153507
89155,-9763.473539153507
89156,27081.279682136854
89157,27081.279682136854
89158,27081.279682136854
89159,27081.279682136854
89160,27081.279682136854
89161,27081.279682136854
89162,27081.279682136854
89163,24071.91776993776
89165,24071.91776993776
