timestamp,customer_id,campaign_id,uid,user_id,name,gender,age,ip,connected_at,duration,live_cdn_platform,write_count,adore_count,talkable,on_close,os_type,version,ad_id,svtm,video_delay,activity_type,created_at,user_privilege,page_view,app_version,web_version,ad_identifier,utm_source,utm_campaign,utm_content,utm_medium
2023-12-01 14:11:53.099000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,405887,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:06:52.887000 UTC,,replay,2023-12-01 14:11:53.099000 UTC,0,0,,,,,,,
2023-12-01 14:11:42.995000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,395870,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:06:42.067000 UTC,,replay,2023-12-01 14:11:42.995000 UTC,0,0,,,,,,,
2023-12-01 14:11:32.976000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,385849,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:06:32.375000 UTC,,replay,2023-12-01 14:11:32.976000 UTC,0,0,,,,,,,
2023-12-01 14:11:23.055000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,375821,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:06:22.899000 UTC,,replay,2023-12-01 14:11:23.055000 UTC,0,0,,,,,,,
2023-12-01 14:11:13.002000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,365801,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:06:12.393000 UTC,,replay,2023-12-01 14:11:13.002000 UTC,0,0,,,,,,,
2023-12-01 14:11:02.916000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,355781,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:06:02.862000 UTC,,replay,2023-12-01 14:11:02.916000 UTC,0,0,,,,,,,
2023-12-01 14:10:52.891000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,345757,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:05:52.364000 UTC,,replay,2023-12-01 14:10:52.891000 UTC,0,0,,,,,,,
2023-12-01 14:10:42.864000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,335735,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:05:42.851000 UTC,,replay,2023-12-01 14:10:42.864000 UTC,0,0,,,,,,,
2023-12-01 14:10:32.914000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,325720,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:05:32.062000 UTC,,replay,2023-12-01 14:10:32.914000 UTC,0,0,,,,,,,
2023-12-01 14:10:22.817000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,315699,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:05:22.870000 UTC,,replay,2023-12-01 14:10:22.817000 UTC,0,0,,,,,,,
2023-12-01 14:10:12.803000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,305676,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:05:12.193000 UTC,,replay,2023-12-01 14:10:12.803000 UTC,0,0,,,,,,,
2023-12-01 14:10:02.886000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,295657,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:05:02.699000 UTC,,replay,2023-12-01 14:10:02.886000 UTC,0,0,,,,,,,
2023-12-01 14:09:52.777000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,285636,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:04:52.916000 UTC,,replay,2023-12-01 14:09:52.777000 UTC,0,0,,,,,,,
2023-12-01 14:09:42.740000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,275615,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:04:42.390000 UTC,,replay,2023-12-01 14:09:42.740000 UTC,0,0,,,,,,,
2023-12-01 14:09:32.770000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,265597,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:04:32.896000 UTC,,replay,2023-12-01 14:09:32.770000 UTC,0,0,,,,,,,
2023-12-01 14:09:22.775000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,255575,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:04:21.899000 UTC,,replay,2023-12-01 14:09:22.775000 UTC,0,0,,,,,,,
2023-12-01 14:09:12.663000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,245570,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:04:12.696000 UTC,,replay,2023-12-01 14:09:12.663000 UTC,0,0,,,,,,,
2023-12-01 14:09:02.728000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,235544,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:04:02.047000 UTC,,replay,2023-12-01 14:09:02.728000 UTC,0,0,,,,,,,
2023-12-01 14:08:52.622000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,225519,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:03:52.360000 UTC,,replay,2023-12-01 14:08:52.622000 UTC,0,0,,,,,,,
2023-12-01 14:08:44.918000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,217760,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:03:42.700000 UTC,,replay,2023-12-01 14:08:44.918000 UTC,0,0,,,,,,,
2023-12-01 14:08:33.089000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,205978,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:03:32.886000 UTC,,replay,2023-12-01 14:08:33.089000 UTC,0,0,,,,,,,
2023-12-01 14:08:23.049000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,195957,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:03:22.396000 UTC,,replay,2023-12-01 14:08:23.049000 UTC,0,0,,,,,,,
2023-12-01 14:08:13.050000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,185928,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:03:12.838000 UTC,,replay,2023-12-01 14:08:13.050000 UTC,0,0,,,,,,,
2023-12-01 14:08:03.075000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,175903,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:03:02.228000 UTC,,replay,2023-12-01 14:08:03.075000 UTC,0,0,,,,,,,
2023-12-01 14:07:52.993000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,165879,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:02:52.869000 UTC,,replay,2023-12-01 14:07:52.993000 UTC,0,0,,,,,,,
2023-12-01 14:07:42.991000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,155806,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:02:42.391000 UTC,,replay,2023-12-01 14:07:42.991000 UTC,0,0,,,,,,,
2023-12-01 14:07:32.949000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,145789,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:02:32.903000 UTC,,replay,2023-12-01 14:07:32.949000 UTC,0,0,,,,,,,
2023-12-01 14:07:23.068000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,135957,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:02:22.061000 UTC,,replay,2023-12-01 14:07:23.068000 UTC,0,0,,,,,,,
2023-12-01 14:07:12.882000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,125751,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:02:12.565000 UTC,,replay,2023-12-01 14:07:12.882000 UTC,0,0,,,,,,,
2023-12-01 14:07:02.906000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,115734,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:02:03.030000 UTC,,replay,2023-12-01 14:07:02.906000 UTC,0,0,,,,,,,
2023-12-01 14:06:52.841000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,105714,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:01:52.665000 UTC,,replay,2023-12-01 14:06:52.841000 UTC,0,0,,,,,,,
2023-12-01 14:06:42.876000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,95691,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:01:42.858000 UTC,,replay,2023-12-01 14:06:42.876000 UTC,0,0,,,,,,,
2023-12-01 14:06:32.852000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,85675,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:01:32.394000 UTC,,replay,2023-12-01 14:06:32.852000 UTC,0,0,,,,,,,
2023-12-01 14:06:22.782000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,75657,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:01:22.688000 UTC,,replay,2023-12-01 14:06:22.782000 UTC,0,0,,,,,,,
2023-12-01 14:06:12.824000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,65636,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:01:12.908000 UTC,,replay,2023-12-01 14:06:12.824000 UTC,0,0,,,,,,,
2023-12-01 14:06:02.779000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,55588,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:01:02.066000 UTC,,replay,2023-12-01 14:06:02.779000 UTC,0,0,,,,,,,
2023-12-01 14:05:58.935000 UTC,141,13754,449649108874665659|,13867964|,aa7981868,u,,"222.239.41.243, 3.37.236.216",2023-12-01 14:05:58.036000 UTC,589,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 14:05:58.935000 UTC,0,0,,,,,,,
2023-12-01 14:05:58.328000 UTC,141,13754,449649108874665659|,13867964|,aa7981868,u,,"222.239.41.243, 13.124.154.181",2023-12-01 14:05:58.036000 UTC,83,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 14:05:58.328000 UTC,0,0,,,,,,,
2023-12-01 14:05:58.246000 UTC,141,13754,449649108874665659|,13867964|,aa7981868,u,,"222.239.41.243, 3.37.236.216",2023-12-01 14:05:58.036000 UTC,4,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 14:05:58.246000 UTC,0,0,,,,,,,
2023-12-01 14:05:58.240000 UTC,141,13754,449649108874665659|,13867964|,aa7981868,u,,"222.239.41.243, 13.124.154.181",2023-12-01 14:05:58.036000 UTC,2,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 14:05:58.240000 UTC,0,0,,,,,,,
2023-12-01 14:05:52.864000 UTC,141,13754,449649108874665659|,13867964|,aa7981868,u,,"222.239.41.243, 13.124.154.181",2023-12-01 14:05:35.453000 UTC,17113,-,0,0,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:12.896000 UTC,,replay,2023-12-01 14:05:52.864000 UTC,0,0,,,,,,,
2023-12-01 14:05:52.696000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,45573,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:52.572000 UTC,,replay,2023-12-01 14:05:52.696000 UTC,0,0,,,,,,,
2023-12-01 14:05:43.016000 UTC,141,13754,449649108874665659|,13867964|,aa7981868,u,,"222.239.41.243, 13.124.154.181",2023-12-01 14:05:35.453000 UTC,7104,-,0,0,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:02.685000 UTC,,replay,2023-12-01 14:05:43.016000 UTC,0,0,,,,,,,
2023-12-01 14:05:42.711000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,35544,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:41.899000 UTC,,replay,2023-12-01 14:05:42.711000 UTC,0,0,,,,,,,
2023-12-01 14:05:35.682000 UTC,141,13754,449649108874665659|,13867964|,aa7981868,u,,"222.239.41.243, 13.124.154.181",2023-12-01 14:05:35.453000 UTC,2,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 14:05:35.682000 UTC,0,0,,,,,,,
2023-12-01 14:05:32.631000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,25526,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:32.192000 UTC,,replay,2023-12-01 14:05:32.631000 UTC,0,0,,,,,,,
2023-12-01 14:05:22.616000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,15502,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:22.700000 UTC,,replay,2023-12-01 14:05:22.616000 UTC,0,0,,,,,,,
2023-12-01 14:05:13.170000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,5993,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:12.896000 UTC,,replay,2023-12-01 14:05:13.170000 UTC,0,0,,,,,,,
2023-12-01 14:05:08.139000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,1038,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:07.797000 UTC,,replay,2023-12-01 14:05:08.139000 UTC,0,0,,,,,,,
2023-12-01 14:05:07.177000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:05:07.122000 UTC,4,-,0,1,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 14:05:07.177000 UTC,0,0,,,,,,,
2023-12-01 14:05:07.099000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:05:07.122000 UTC,2,-,0,1,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 14:05:07.099000 UTC,0,0,,,,,,,
2023-12-01 14:05:03.095000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 3.37.236.216",2023-12-01 14:04:55.759000 UTC,7313,-,0,1,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:02.685000 UTC,,replay,2023-12-01 14:05:03.095000 UTC,0,0,,,,,,,
2023-12-01 14:04:55.738000 UTC,141,13754,392612951561588339|,14254633|,a2516285,u,,"211.168.205.163, 13.124.154.181",2023-12-01 14:04:55.759000 UTC,4,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 14:04:55.738000 UTC,0,0,,,,,,,
2023-12-01 14:00:23.707000 UTC,141,13754,2325242843176353424|,14105258|,b4079787,u,,"49.143.151.182, 13.124.154.181",2023-12-01 14:00:05.404000 UTC,18167,-,0,0,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:12.896000 UTC,,replay,2023-12-01 14:00:23.707000 UTC,0,0,,,,,,,
2023-12-01 14:00:13.735000 UTC,141,13754,2325242843176353424|,14105258|,b4079787,u,,"49.143.151.182, 3.37.236.216",2023-12-01 14:00:05.404000 UTC,8147,-,0,0,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:02.685000 UTC,,replay,2023-12-01 14:00:13.735000 UTC,0,0,,,,,,,
2023-12-01 14:00:05.565000 UTC,141,13754,2325242843176353424|,14105258|,b4079787,u,,"49.143.151.182, 13.124.154.181",2023-12-01 14:00:05.404000 UTC,4,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 14:00:05.565000 UTC,0,0,,,,,,,
2023-12-01 13:51:29.078000 UTC,141,13754,453118150872766047|,17516327|,aa699272,u,,"125.135.248.57, 13.124.154.181",2023-12-01 13:51:29.301000 UTC,2,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 13:51:29.078000 UTC,0,0,,,,,,,
2023-12-01 13:47:53.412000 UTC,141,13754,530226450222728214|,13107538|,a8794446,u,,"119.206.135.136, 13.124.154.181",2023-12-01 13:47:53.273000 UTC,3,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 13:47:53.412000 UTC,0,0,,,,,,,
2023-12-01 13:47:03.360000 UTC,141,13754,392239316988580281|,15337852|,b3441332,u,,"1.240.130.207, 13.124.154.181",2023-12-01 13:46:26.385000 UTC,37439,-,0,0,FALSE,FALSE,a,1.4.2,,2023-11-30 11:00:41.899000 UTC,,replay,2023-12-01 13:47:03.360000 UTC,0,0,,,,,,,
2023-12-01 13:46:53.346000 UTC,141,13754,392239316988580281|,15337852|,b3441332,u,,"1.240.130.207, 13.124.154.181",2023-12-01 13:46:26.385000 UTC,27379,-,0,0,FALSE,FALSE,a,1.4.2,,2023-11-30 11:00:32.192000 UTC,,replay,2023-12-01 13:46:53.346000 UTC,0,0,,,,,,,
2023-12-01 13:46:43.277000 UTC,141,13754,392239316988580281|,15337852|,b3441332,u,,"1.240.130.207, 3.37.236.216",2023-12-01 13:46:26.385000 UTC,17341,-,0,0,FALSE,FALSE,a,1.4.2,,2023-11-30 11:00:22.700000 UTC,,replay,2023-12-01 13:46:43.277000 UTC,0,0,,,,,,,
2023-12-01 13:46:33.728000 UTC,141,13754,392239316988580281|,15337852|,b3441332,u,,"1.240.130.207, 3.37.236.216",2023-12-01 13:46:26.385000 UTC,7805,-,0,0,FALSE,FALSE,a,1.4.2,,2023-11-30 11:00:12.896000 UTC,,replay,2023-12-01 13:46:33.728000 UTC,0,0,,,,,,,
2023-12-01 13:46:26.198000 UTC,141,13754,392239316988580281|,15337852|,b3441332,u,,"1.240.130.207, 13.124.154.181",2023-12-01 13:46:26.385000 UTC,270,-,0,0,FALSE,FALSE,a,1.4.2,,2023-11-30 11:00:05.694000 UTC,,replay,2023-12-01 13:46:26.198000 UTC,0,0,,,,,,,
2023-12-01 13:46:25.887000 UTC,141,13754,392239316988580281|,15337852|,b3441332,u,,"1.240.130.207, 3.37.236.216",2023-12-01 13:46:26.385000 UTC,1,-,0,0,FALSE,FALSE,a,1.4.2,,,,replay,2023-12-01 13:46:25.887000 UTC,0,0,,,,,,,
2023-12-01 13:46:25.872000 UTC,141,13754,392239316988580281|,15337852|,b3441332,u,,"1.240.130.207, 13.124.154.181",2023-12-01 13:46:26.385000 UTC,2,-,0,0,FALSE,FALSE,a,1.4.2,,,,replay,2023-12-01 13:46:25.872000 UTC,0,0,,,,,,,
2023-12-01 13:46:16.950000 UTC,141,13754,392239316988580281|,15337852|,b3441332,u,,"1.240.130.207, 3.37.236.216",2023-12-01 13:46:17.374000 UTC,6,-,0,0,FALSE,FALSE,a,1.4.2,,,,replay,2023-12-01 13:46:16.950000 UTC,0,0,,,,,,,
2023-12-01 13:41:20.809000 UTC,141,13754,2324309859107749515|,21478722|,a4011493,u,,"58.233.225.133, 3.37.236.216",2023-12-01 13:41:21.488000 UTC,4,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 13:41:20.809000 UTC,0,0,,,,,,,
2023-12-01 13:39:48.649000 UTC,141,13754,2901702774469406237|,|,,,,"118.235.25.80, 3.37.236.216",2023-12-01 13:39:42.101000 UTC,6601,-,0,0,FALSE,FALSE,a,1.4.2,,2023-11-30 11:00:02.388000 UTC,,replay,2023-12-01 13:39:48.649000 UTC,0,0,,,,,,,
2023-12-01 13:39:42.320000 UTC,141,13754,476299064863757001|,11056328|,a8798194,u,,"118.220.253.230, 3.37.236.216",2023-12-01 13:39:42.504000 UTC,3,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 13:39:42.320000 UTC,0,0,,,,,,,
2023-12-01 13:39:42.037000 UTC,141,13754,2901702774469406237|,|,,,,"118.235.25.80, 3.37.236.216",2023-12-01 13:39:42.101000 UTC,3,-,0,0,FALSE,FALSE,a,1.4.2,,,,replay,2023-12-01 13:39:42.037000 UTC,0,0,,,,,,,
2023-12-01 13:39:07.806000 UTC,141,13754,2324309859107749515|,21478722|,a4011493,u,,"58.233.225.133, 13.124.154.181",2023-12-01 13:39:00.573000 UTC,7916,-,0,0,FALSE,FALSE,a,1.4.9,,2023-11-30 11:00:02.685000 UTC,,replay,2023-12-01 13:39:07.806000 UTC,0,0,,,,,,,
2023-12-01 13:38:59.901000 UTC,141,13754,2324309859107749515|,21478722|,a4011493,u,,"58.233.225.133, 3.37.236.216",2023-12-01 13:39:00.573000 UTC,4,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 13:38:59.901000 UTC,0,0,,,,,,,
2023-12-01 13:29:45.220000 UTC,141,13754,575489717644021954|,20341564|,b2748682,u,,"121.189.123.119, 3.37.236.216",2023-12-01 13:29:45.956000 UTC,5,-,0,0,FALSE,FALSE,a,1.4.9,,,,replay,2023-12-01 13:29:45.220000 UTC,0,0,,,,,,,
2023-12-01 13:21:43.228000 UTC,141,13754,2325241298196086348|,21737437|,a6590057,u,,"175.118.5.189, 13.124.154.181",2023-12-01 13:21:43.126000 UTC,2,-,0,0,FALSE,FALSE,i,1.5.0,,,,replay,2023-12-01 13:21:43.228000 UTC,0,0,,,,,,,
